name,fav_partners,project_prefs
Jose Wright,"[14, 18, 1]","[1, 2, 3, 2, 3]"
Raymond Thomas,"[0, 9, 25]","[1, 2, 3, 2, 3]"
Betty James,"[9, 1, 21]","[1, 1, 2, 1, 2]"
Albert Moore,"[27, 16, 20]","[1, 3, 2, 1, 2]"
Kathryn Nelson,"[1, 21, 3]","[2, 2, 3, 2, 2]"
Paul Martinez,"[21, 7, 19]","[0, 2, 2, 0, 2]"
Sandra Hughes,"[1, 28, 17]","[1, 2, 2, 2, 2]"
Keith Mendoza,"[5, 18, 29]","[0, 1, 2, 1, 2]"
Raymond Lewis,"[7, 11, 29]","[0, 1, 2, 1, 2]"
Kimberly Brown,"[1, 20, 23]","[1, 1, 3, 1, 2]"
Theresa Anderson,"[9, 3, 6]","[1, 2, 2, 1, 2]"
Elijah Taylor,"[8, 26, 15]","[1, 2, 2, 1, 2]"
Jack Cox,"[10, 23, 5]","[1, 2, 1, 1, 2]"
John Johnson,"[29, 23, 5]","[1, 1, 1, 1, 2]"
Dorothy Anderson,"[0, 3, 18]","[2, 2, 3, 2, 3]"
Amanda Ross,"[29, 25, 27]","[1, 3, 2, 3, 2]"
Keith Long,"[3, 19, 2]","[1, 2, 2, 2, 2]"
Lori Hill,"[8, 12, 18]","[1, 1, 2, 1, 2]"
Karen Rogers,"[14, 17, 7]","[2, 2, 2, 2, 3]"
Kevin Lee,"[5, 16, 18]","[1, 2, 1, 1, 2]"
Doris Ramos,"[3, 9, 7]","[1, 2, 2, 2, 1]"
Barbara Brown,"[4, 5, 2]","[1, 1, 2, 1, 2]"
Linda Carter,"[15, 26, 19]","[2, 2, 2, 2, 2]"
Eric Morales,"[12, 9, 17]","[1, 1, 2, 1, 1]"
Emily Taylor,"[5, 16, 14]","[1, 2, 2, 1, 2]"
Sophia Lopez,"[20, 5, 21]","[1, 2, 2, 1, 2]"
Maria Wilson,"[22, 11, 20]","[2, 2, 2, 2, 2]"
Wayne Gray,"[15, 3, 6]","[2, 3, 2, 2, 2]"
Caleb Rogers,"[6, 2, 15]","[2, 2, 2, 2, 2]"
Logan Lopez,"[7, 13, 28]","[1, 1, 2, 2, 2]"
