name,fav_partners,project_prefs
Aaron Campbell,"[17, 20, 28]","[1, 0, 0, 0, 3]"
Albert Ross,"[2, 21, 29]","[0, 2, 0, 0, 3]"
Tiffany Mendoza,"[1, 29, 23]","[0, 1, 1, 1, 3]"
Andrew Nelson,"[2, 12, 22]","[1, 1, 1, 1, 2]"
Hannah Peterson,"[8, 5, 24]","[2, 1, 3, 0, 0]"
Hannah Reyes,"[4, 18, 11]","[2, 1, 3, 0, 0]"
Sophia Roberts,"[16, 10, 15]","[1, 3, 1, 2, 1]"
Juan Phillips,"[19, 21, 22]","[0, 1, 0, 3, 0]"
Joshua Walker,"[4, 10, 2]","[2, 1, 2, 1, 1]"
Jeffrey Morales,"[7, 15, 20]","[1, 1, 0, 2, 1]"
Joe White,"[8, 6, 16]","[2, 2, 2, 1, 1]"
Christine Walker,"[19, 29, 13]","[2, 0, 0, 3, 2]"
Brittany Adams,"[3, 7, 1]","[1, 1, 1, 2, 1]"
Deborah Ross,"[11, 26, 20]","[2, 1, 1, 2, 2]"
Jeremy Thompson,"[6, 25, 12]","[2, 1, 1, 2, 1]"
Donald Carter,"[6, 9, 23]","[2, 1, 1, 2, 1]"
Christina Cruz,"[6, 18, 17]","[1, 3, 2, 2, 2]"
Samantha Hall,"[16, 13, 27]","[2, 2, 1, 2, 2]"
Ann Lewis,"[16, 7, 25]","[1, 2, 1, 3, 2]"
Larry Thompson,"[7, 11, 4]","[1, 0, 2, 2, 1]"
Randy Davis,"[0, 9, 8]","[1, 1, 1, 1, 2]"
Theresa Ruiz,"[1, 10, 27]","[2, 2, 2, 1, 1]"
Denise Reed,"[7, 12, 20]","[1, 1, 0, 1, 1]"
George Clark,"[2, 6, 20]","[1, 2, 1, 1, 2]"
Susan Scott,"[4, 22, 17]","[2, 1, 1, 1, 1]"
Stephanie Ortiz,"[14, 18, 20]","[2, 1, 1, 2, 2]"
Liam Wright,"[22, 5, 10]","[2, 2, 2, 1, 1]"
Madison Wood,"[17, 2, 13]","[2, 2, 2, 1, 2]"
Zachary Hill,"[0, 12, 5]","[1, 1, 1, 1, 2]"
Helen Ortiz,"[11, 1, 2]","[1, 1, 0, 1, 2]"
