name,fav_partners,project_prefs
Margaret Evans,"[21, 3, 14]","[2, 2, 2, 2, 0]"
James Lee,"[17, 10, 5]","[1, 0, 0, 1, 0]"
Jordan Lewis,"[12, 22, 15]","[0, 3, 1, 2, 3]"
Juan Evans,"[23, 11, 13]","[1, 2, 1, 0, 0]"
Ann Sanchez,"[20, 10, 29]","[2, 1, 3, 1, 2]"
Judith Thomas,"[1, 14, 26]","[1, 1, 1, 1, 0]"
Harold Kim,"[22, 20, 10]","[0, 2, 3, 2, 0]"
Tiffany Johnson,"[18, 6, 13]","[1, 2, 3, 2, 1]"
Austin Morgan,"[10, 21, 25]","[2, 3, 2, 2, 1]"
Jerry Perez,"[22, 28, 25]","[2, 2, 1, 2, 3]"
Noah Kim,"[8, 6, 9]","[2, 2, 2, 1, 1]"
Frances Hall,"[3, 14, 19]","[1, 1, 2, 1, 1]"
Elijah Brooks,"[9, 24, 0]","[2, 1, 2, 2, 2]"
Bradley Hernandez,"[7, 3, 12]","[2, 2, 2, 1, 1]"
Bobby Jimenez,"[11, 0, 10]","[1, 2, 2, 2, 1]"
Bradley Miller,"[2, 1, 7]","[1, 2, 1, 2, 1]"
Jacqueline Howard,"[20, 27, 10]","[1, 2, 2, 1, 1]"
Deborah Hernandez,"[20, 25, 10]","[2, 1, 2, 1, 1]"
Frank Hall,"[7, 12, 14]","[2, 1, 2, 2, 2]"
Hannah Garcia,"[11, 3, 12]","[1, 2, 2, 1, 1]"
Patrick Gutierrez,"[16, 17, 7]","[1, 2, 2, 1, 1]"
Patricia Bennett,"[8, 0, 23]","[1, 2, 2, 2, 1]"
Carol Long,"[6, 9, 5]","[1, 2, 1, 1, 1]"
Diana Bennett,"[21, 3, 27]","[1, 1, 2, 2, 1]"
Keith Reyes,"[12, 9, 29]","[2, 1, 2, 2, 2]"
Stephen Ruiz,"[17, 9, 2]","[1, 2, 1, 2, 2]"
Harold Morgan,"[5, 22, 17]","[2, 2, 1, 2, 1]"
Rachel Perez,"[23, 26, 24]","[2, 1, 2, 2, 1]"
Raymond Mendoza,"[21, 6, 11]","[1, 2, 2, 2, 1]"
Elijah Rogers,"[24, 4, 18]","[2, 1, 2, 1, 2]"
