name,fav_partners,project_prefs
Elijah Brown,"[23, 13, 7]","[0, 3, 1, 2, 3]"
Martha Brown,"[15, 5, 12]","[1, 2, 2, 1, 1]"
Heather Morris,"[13, 21, 27]","[0, 1, 3, 3, 1]"
Caleb Murphy,"[2, 23, 9]","[1, 1, 3, 3, 1]"
Samantha Martin,"[26, 15, 7]","[3, 2, 0, 1, 1]"
Ronald Cook,"[1, 27, 6]","[1, 2, 1, 1, 1]"
Alexander Kelly,"[19, 2, 28]","[1, 1, 2, 3, 1]"
Sara Turner,"[4, 0, 1]","[2, 2, 2, 1, 2]"
Edward Jackson,"[4, 19, 22]","[3, 2, 1, 2, 1]"
Olivia Mitchell,"[12, 20, 11]","[0, 0, 0, 2, 3]"
Deborah Turner,"[4, 0, 5]","[1, 3, 1, 1, 2]"
Jeffrey Howard,"[18, 29, 2]","[1, 1, 3, 3, 1]"
Elijah Chavez,"[9, 1, 24]","[1, 1, 1, 1, 1]"
Michelle Ward,"[25, 2, 19]","[0, 1, 3, 2, 1]"
Abigail Rogers,"[19, 1, 15]","[1, 2, 2, 1, 1]"
Donna Mendoza,"[14, 4, 24]","[2, 2, 2, 1, 1]"
Beverly Martinez,"[27, 5, 14]","[1, 2, 1, 1, 1]"
Judith Watson,"[2, 3, 1]","[0, 1, 2, 2, 2]"
Zachary Thompson,"[9, 17, 16]","[0, 1, 1, 2, 2]"
Roy Morales,"[14, 13, 8]","[1, 2, 2, 2, 1]"
Eric Sanchez,"[8, 15, 25]","[3, 2, 1, 2, 2]"
Kevin Gutierrez,"[2, 15, 5]","[1, 1, 2, 2, 2]"
Liam Reed,"[8, 9, 10]","[1, 2, 0, 2, 2]"
Russell Young,"[0, 3, 7]","[2, 2, 2, 2, 2]"
Logan Castillo,"[12, 15, 3]","[1, 1, 1, 2, 1]"
Jesse Cox,"[13, 20, 6]","[1, 1, 2, 2, 1]"
Nancy Flores,"[9, 3, 21]","[0, 1, 2, 2, 2]"
Austin Allen,"[5, 16, 2]","[1, 1, 1, 1, 1]"
Amber Peterson,"[18, 13, 26]","[0, 2, 1, 2, 2]"
Mark Rogers,"[11, 16, 14]","[1, 2, 2, 2, 1]"
