name,fav_partners,project_prefs
Anthony Smith,"[36, 6, 14]","[0, 3, 2]"
Doris Brown,"[30, 19, 18]","[3, 0, 2]"
Christina Myers,"[10, 13, 15]","[2, 0, 2]"
Sarah Davis,"[37, 26, 21]","[2, 1, 2]"
Jacqueline Campbell,"[32, 18, 0]","[0, 3, 1]"
William Martin,"[1, 16, 8]","[2, 0, 2]"
Jacob Bailey,"[0, 23, 9]","[0, 3, 2]"
Carol Lopez,"[29, 22, 31]","[2, 0, 3]"
Emily Ortiz,"[5, 19, 28]","[2, 1, 1]"
Deborah Watson,"[6, 20, 21]","[0, 3, 1]"
Judy Hughes,"[31, 7, 0]","[2, 2, 2]"
Judith Patel,"[32, 12, 0]","[0, 3, 2]"
Kevin Martinez,"[11, 1, 19]","[1, 1, 1]"
Victoria Jackson,"[2, 10, 32]","[2, 1, 1]"
Ashley Watson,"[5, 13, 29]","[2, 1, 1]"
Janet Watson,"[2, 12, 10]","[2, 1, 1]"
Rebecca Murphy,"[5, 24, 39]","[2, 1, 2]"
Mary Mendoza,"[14, 22, 15]","[2, 1, 1]"
Kevin Martin,"[1, 37, 2]","[2, 0, 2]"
Terry Roberts,"[12, 8, 15]","[2, 1, 1]"
Nathan Smith,"[9, 23, 18]","[1, 1, 1]"
Arthur Jimenez,"[9, 8, 12]","[1, 2, 1]"
Stephen Collins,"[17, 7, 26]","[2, 0, 1]"
Billy Foster,"[20, 24, 11]","[0, 2, 2]"
Timothy Taylor,"[29, 7, 13]","[1, 1, 2]"
Debra Ramirez,"[24, 29, 28]","[2, 1, 2]"
Jacob Edwards,"[3, 22, 30]","[2, 1, 1]"
Jason Kelly,"[13, 32, 24]","[2, 1, 2]"
Rebecca Martinez,"[8, 25, 30]","[2, 1, 2]"
Sandra Lopez,"[14, 7, 10]","[2, 1, 2]"
Stephen Reyes,"[1, 26, 39]","[3, 1, 2]"
John Alvarez,"[7, 10, 2]","[2, 1, 2]"
Karen Richardson,"[11, 13, 3]","[1, 2, 2]"
Danielle Garcia,"[26, 39, 3]","[2, 2, 1]"
Sandra Kelly,"[19, 11, 3]","[2, 2, 2]"
Brian White,"[20, 18, 32]","[2, 1, 2]"
Victoria Patel,"[0, 28, 4]","[1, 3, 2]"
Amanda Brooks,"[3, 34, 6]","[2, 1, 2]"
Brittany Kim,"[36, 2, 13]","[1, 2, 1]"
Patricia Reed,"[16, 30, 33]","[2, 1, 2]"
