name,fav_partners,project_prefs
Kathleen Harris,"[28, 33, 35]","[2, 1, 2]"
Julie Robinson,"[6, 26, 30]","[1, 3, 1]"
Jacqueline Hernandez,"[39, 15, 19]","[1, 2, 0]"
Sophia Reed,"[1, 22, 6]","[1, 2, 1]"
Ruth Thomas,"[32, 14, 21]","[1, 1, 0]"
Rachel Morris,"[11, 39, 34]","[1, 0, 2]"
Samuel Gray,"[3, 4, 33]","[1, 2, 0]"
Martha Carter,"[17, 3, 39]","[1, 2, 1]"
Justin Mitchell,"[1, 12, 27]","[1, 3, 2]"
Michelle Thomas,"[6, 2, 14]","[1, 2, 0]"
Sandra Lewis,"[39, 12, 17]","[3, 3, 2]"
Paul Nguyen,"[29, 34, 10]","[3, 2, 2]"
Barbara Patel,"[8, 10, 19]","[2, 2, 2]"
Lucas Collins,"[38, 11, 21]","[3, 2, 2]"
Harold Cooper,"[4, 5, 29]","[1, 1, 1]"
Cheryl Morris,"[23, 39, 0]","[2, 1, 2]"
George Collins,"[5, 34, 12]","[2, 1, 2]"
Jennifer Rivera,"[7, 10, 13]","[2, 3, 2]"
Jose Williams,"[37, 4, 20]","[1, 1, 0]"
Gregory Campbell,"[12, 2, 26]","[1, 2, 1]"
Lucas Flores,"[18, 33, 38]","[1, 1, 1]"
Megan Moore,"[13, 4, 15]","[2, 2, 1]"
Jessica Wilson,"[3, 15, 28]","[1, 1, 2]"
Jennifer Long,"[15, 38, 20]","[1, 2, 1]"
Elizabeth Roberts,"[16, 19, 11]","[1, 1, 2]"
Wayne Gutierrez,"[14, 26, 33]","[1, 1, 1]"
Jacqueline Carter,"[25, 19, 1]","[1, 2, 1]"
Paul Garcia,"[15, 26, 5]","[1, 1, 1]"
Jeffrey Lopez,"[0, 33, 5]","[1, 1, 2]"
Jesse Smith,"[11, 24, 37]","[2, 1, 2]"
Diane Cooper,"[4, 28, 37]","[2, 1, 1]"
Karen Miller,"[37, 38, 21]","[2, 2, 1]"
Catherine Robinson,"[0, 35, 21]","[2, 2, 2]"
Jordan Wright,"[25, 6, 0]","[1, 1, 2]"
Doris Morgan,"[5, 16, 11]","[2, 2, 1]"
Brian Allen,"[32, 36, 22]","[1, 2, 1]"
Tiffany Wilson,"[35, 18, 29]","[2, 1, 1]"
Natalie Lewis,"[30, 29, 35]","[2, 1, 2]"
Billy Anderson,"[23, 31, 34]","[2, 2, 1]"
Danielle Torres,"[5, 15, 10]","[2, 1, 2]"
