name,fav_partners,project_prefs
Dylan Wood,"[33, 30, 2]","[1, 1, 0]"
Shirley Patel,"[2, 36, 34]","[0, 0, 2]"
Russell Allen,"[0, 1, 23]","[1, 0, 1]"
Virginia Ross,"[24, 8, 27]","[3, 2, 0]"
Brittany Ross,"[5, 14, 11]","[2, 2, 2]"
Mark Perez,"[8, 18, 13]","[2, 2, 3]"
Hannah Lopez,"[36, 5, 16]","[2, 2, 3]"
Roger Cruz,"[26, 38, 23]","[3, 2, 1]"
Peter Bennett,"[5, 3, 6]","[2, 2, 2]"
Jordan Gray,"[35, 3, 23]","[3, 2, 1]"
Frank Gomez,"[17, 27, 4]","[2, 2, 2]"
Tiffany Kelly,"[3, 26, 27]","[3, 2, 0]"
Nathan Roberts,"[21, 15, 17]","[0, 1, 0]"
Andrea Lopez,"[5, 28, 21]","[2, 2, 2]"
Ruth Morris,"[4, 28, 31]","[2, 2, 2]"
Grace Hernandez,"[12, 25, 10]","[1, 2, 2]"
Kevin Hughes,"[9, 7, 21]","[3, 2, 1]"
Virginia Peterson,"[10, 12, 9]","[2, 2, 2]"
Evelyn Bailey,"[38, 17, 36]","[2, 2, 2]"
Douglas Walker,"[34, 3, 26]","[3, 1, 1]"
Brandon Clark,"[17, 39, 21]","[2, 2, 1]"
Emily Gonzalez,"[13, 22, 19]","[2, 1, 1]"
Brandon Parker,"[21, 8, 9]","[2, 1, 1]"
David Mendoza,"[9, 7, 14]","[2, 2, 1]"
Karen Wood,"[3, 32, 33]","[2, 2, 1]"
Judy Taylor,"[15, 18, 34]","[2, 2, 2]"
Joe Morales,"[19, 7, 32]","[2, 2, 1]"
Christina Ramirez,"[11, 10, 3]","[2, 2, 1]"
Scott Turner,"[13, 10, 12]","[1, 1, 1]"
Rebecca Taylor,"[4, 38, 2]","[2, 1, 2]"
Daniel Castillo,"[0, 21, 1]","[1, 1, 1]"
Billy Jackson,"[14, 9, 20]","[2, 1, 2]"
Carolyn Williams,"[24, 26, 2]","[2, 2, 2]"
Kayla Hernandez,"[0, 24, 16]","[1, 1, 1]"
Walter Cook,"[1, 37, 10]","[2, 1, 1]"
Jose Sanchez,"[6, 0, 4]","[2, 2, 1]"
Jacqueline Reed,"[18, 17, 35]","[2, 2, 2]"
Stephanie Gonzalez,"[34, 15, 16]","[2, 1, 2]"
Debra Lopez,"[18, 29, 7]","[2, 2, 2]"
Joshua Moore,"[20, 16, 1]","[2, 2, 2]"
