name,fav_partners,project_prefs
Maria Cox,"[18, 20, 25]","[1, 0, 3]"
Brian Stewart,"[4, 7, 16]","[3, 0, 2]"
Justin Jimenez,"[37, 45, 32]","[3, 0, 2]"
Lori Bennett,"[7, 10, 36]","[0, 2, 2]"
Liam Turner,"[1, 2, 43]","[2, 1, 1]"
Virginia Lee,"[18, 21, 4]","[2, 1, 1]"
Barbara Garcia,"[49, 29, 43]","[0, 3, 2]"
David Ward,"[3, 1, 33]","[2, 2, 2]"
Andrea Ross,"[47, 34, 36]","[0, 1, 2]"
Justin Johnson,"[16, 21, 37]","[2, 1, 1]"
Marilyn Morales,"[3, 35, 26]","[0, 1, 2]"
Samuel Walker,"[40, 0, 1]","[2, 0, 2]"
Kelly Martin,"[19, 10, 46]","[0, 1, 2]"
Gerald Lee,"[21, 10, 27]","[1, 2, 1]"
Billy Wood,"[4, 31, 38]","[2, 1, 2]"
Gerald Wood,"[47, 19, 11]","[2, 1, 2]"
Frances Richardson,"[1, 9, 38]","[3, 1, 1]"
Jose Reyes,"[6, 32, 41]","[0, 2, 2]"
Pamela Taylor,"[5, 0, 6]","[1, 2, 2]"
Paul Walker,"[12, 15, 33]","[1, 1, 2]"
Emily Ruiz,"[0, 27, 47]","[1, 1, 3]"
Sara Gutierrez,"[9, 13, 18]","[1, 1, 2]"
Jonathan Evans,"[26, 41, 19]","[1, 2, 2]"
Albert Ross,"[14, 10, 42]","[1, 1, 2]"
Frances Lewis,"[37, 33, 27]","[1, 3, 1]"
Stephanie Sanders,"[0, 15, 6]","[1, 1, 2]"
Ruth Lee,"[10, 20, 45]","[0, 1, 2]"
Bradley Edwards,"[24, 13, 20]","[1, 2, 1]"
Mary Allen,"[46, 30, 36]","[0, 3, 2]"
William Richardson,"[6, 0, 13]","[1, 1, 2]"
Nicholas Sanchez,"[28, 45, 11]","[2, 2, 2]"
Gary Ortiz,"[14, 7, 8]","[2, 2, 1]"
Michelle Torres,"[2, 17, 27]","[2, 1, 2]"
Walter Gomez,"[19, 24, 7]","[2, 2, 2]"
Laura Thomas,"[8, 7, 32]","[2, 1, 2]"
Timothy Rodriguez,"[10, 29, 3]","[1, 2, 2]"
Kelly Myers,"[8, 3, 45]","[1, 1, 2]"
Olivia Kelly,"[9, 20, 38]","[1, 1, 1]"
Edward Cooper,"[37, 14, 28]","[1, 2, 2]"
Jean Gonzalez,"[10, 33, 11]","[2, 1, 2]"
Sharon Smith,"[25, 27, 47]","[1, 1, 1]"
Jennifer Anderson,"[12, 48, 7]","[1, 2, 2]"
Elijah Chavez,"[23, 0, 37]","[1, 1, 2]"
Kayla Walker,"[8, 21, 34]","[1, 1, 2]"
Kevin Cook,"[48, 17, 45]","[0, 1, 2]"
Ann Moore,"[44, 2, 18]","[2, 2, 2]"
Harold Lee,"[28, 24, 38]","[1, 2, 2]"
Brandon Price,"[20, 40, 3]","[1, 2, 2]"
Larry Lee,"[41, 34, 8]","[1, 1, 2]"
Diane Wilson,"[6, 13, 5]","[1, 1, 2]"
