name,fav_partners,project_prefs
Jerry Kim,"[9, 24, 27]","[1, 3, 1]"
Roy Perez,"[33, 16, 41]","[1, 0, 0]"
Madison Perez,"[18, 39, 5]","[2, 1, 1]"
Sharon Morgan,"[30, 15, 48]","[1, 0, 3]"
Gabriel Torres,"[47, 20, 44]","[0, 0, 2]"
Patrick Martin,"[2, 20, 7]","[2, 1, 1]"
Frank Lee,"[1, 32, 42]","[1, 0, 1]"
Sarah Chavez,"[5, 10, 22]","[1, 1, 1]"
Ryan Roberts,"[19, 25, 48]","[3, 1, 2]"
Andrea Hill,"[0, 19, 26]","[1, 3, 1]"
Hannah Campbell,"[7, 19, 1]","[1, 1, 1]"
Roger Baker,"[42, 2, 41]","[2, 1, 1]"
Alexander Lewis,"[48, 6, 22]","[1, 1, 1]"
Liam Johnson,"[29, 41, 9]","[1, 2, 1]"
Caleb Ross,"[38, 36, 20]","[2, 3, 1]"
Donald Mendoza,"[3, 17, 16]","[2, 1, 3]"
Danielle Clark,"[15, 8, 42]","[2, 1, 2]"
John Lee,"[23, 44, 10]","[2, 1, 1]"
Stephen Walker,"[2, 22, 5]","[2, 1, 2]"
Roger Johnson,"[9, 3, 26]","[2, 2, 2]"
Nicole Ortiz,"[4, 5, 14]","[1, 2, 2]"
Denise Patel,"[0, 40, 8]","[2, 2, 1]"
Martha Rodriguez,"[18, 7, 12]","[2, 1, 1]"
Noah Cox,"[3, 16, 22]","[2, 1, 2]"
Jeffrey Nguyen,"[0, 13, 16]","[2, 1, 1]"
Cheryl Rogers,"[8, 17, 1]","[2, 1, 1]"
Alexis Torres,"[9, 19, 28]","[1, 2, 1]"
Christine Edwards,"[0, 36, 40]","[1, 2, 1]"
Anthony Garcia,"[36, 49, 45]","[0, 1, 1]"
Michael Nguyen,"[13, 6, 1]","[1, 1, 0]"
Susan Roberts,"[3, 15, 43]","[2, 1, 3]"
Brandon Young,"[21, 6, 19]","[1, 2, 1]"
Christina Moore,"[6, 14, 26]","[1, 2, 1]"
Lisa Rogers,"[1, 31, 6]","[2, 1, 1]"
Andrea Torres,"[41, 28, 4]","[1, 0, 2]"
Aaron Hernandez,"[43, 39, 37]","[2, 3, 0]"
Sean Sanchez,"[27, 29, 32]","[1, 1, 1]"
Olivia Rogers,"[35, 49, 19]","[1, 2, 1]"
Hannah Roberts,"[17, 26, 11]","[1, 1, 1]"
John Kim,"[2, 46, 25]","[2, 1, 1]"
Pamela James,"[27, 21, 37]","[1, 2, 1]"
Maria Clark,"[11, 34, 15]","[1, 0, 2]"
Deborah Chavez,"[6, 16, 32]","[1, 2, 2]"
Billy Gomez,"[35, 16, 34]","[2, 2, 1]"
Jennifer Castillo,"[4, 48, 11]","[1, 1, 2]"
Brandon Nelson,"[28, 22, 33]","[2, 1, 2]"
Tyler Johnson,"[38, 23, 47]","[1, 1, 2]"
Tiffany Brown,"[4, 9, 2]","[1, 2, 2]"
Carol Ramirez,"[3, 12, 8]","[2, 1, 2]"
Justin Myers,"[37, 28, 33]","[2, 2, 1]"
