name,fav_partners,project_prefs
Abigail Hall,"[31, 42, 38]","[0, 2, 3]"
Ronald Turner,"[2, 33, 3]","[0, 0, 0]"
Barbara Murphy,"[1, 24, 29]","[1, 0, 0]"
Melissa Hall,"[1, 18, 2]","[1, 0, 0]"
Albert Thomas,"[47, 22, 6]","[3, 2, 3]"
Keith Turner,"[22, 7, 23]","[0, 1, 1]"
Cheryl Brooks,"[4, 45, 20]","[2, 2, 2]"
Brandon Martin,"[5, 3, 21]","[0, 1, 1]"
Julie Castillo,"[12, 38, 1]","[0, 1, 0]"
Zachary Hall,"[24, 26, 29]","[0, 1, 0]"
Kevin Anderson,"[39, 3, 26]","[1, 1, 1]"
Anna Williams,"[38, 34, 0]","[0, 2, 2]"
Keith James,"[8, 45, 11]","[0, 2, 1]"
Doris Long,"[39, 31, 1]","[0, 0, 0]"
Marilyn Patel,"[13, 41, 27]","[0, 0, 0]"
Peter Watson,"[17, 35, 14]","[0, 1, 0]"
Sara Thomas,"[4, 29, 34]","[2, 1, 3]"
Nicole Carter,"[15, 13, 23]","[1, 1, 0]"
Frances Phillips,"[3, 0, 25]","[0, 2, 1]"
Logan Adams,"[41, 46, 34]","[1, 1, 3]"
William Wright,"[6, 32, 14]","[1, 2, 1]"
Joseph Martin,"[7, 34, 36]","[1, 1, 1]"
Sharon Reed,"[4, 5, 23]","[1, 2, 2]"
Shirley Carter,"[17, 5, 14]","[0, 1, 0]"
Kimberly Smith,"[11, 8, 45]","[1, 2, 1]"
Jeremy Cooper,"[18, 11, 23]","[1, 1, 1]"
Charlotte Kim,"[9, 40, 23]","[1, 1, 0]"
Lisa Kelly,"[14, 2, 10]","[1, 1, 1]"
Emma Williams,"[8, 39, 40]","[1, 1, 0]"
Carolyn Morris,"[2, 16, 35]","[1, 1, 2]"
Hannah Diaz,"[12, 3, 22]","[1, 1, 1]"
Noah Bennett,"[4, 48, 16]","[2, 1, 2]"
Jack Martin,"[20, 43, 19]","[2, 2, 2]"
Marilyn Stewart,"[1, 8, 40]","[0, 1, 0]"
Sarah Cruz,"[11, 19, 22]","[1, 1, 2]"
Michael Richardson,"[15, 29, 2]","[1, 1, 2]"
Gregory Torres,"[21, 16, 29]","[2, 1, 2]"
Carol Alvarez,"[40, 29, 2]","[1, 1, 1]"
Timothy Johnson,"[11, 8, 5]","[1, 2, 2]"
Jeffrey Robinson,"[10, 28, 13]","[0, 2, 1]"
Dorothy Lopez,"[28, 33, 37]","[1, 1, 1]"
Diana Peterson,"[19, 14, 34]","[1, 1, 1]"
Hannah Rodriguez,"[0, 13, 35]","[1, 1, 1]"
Katherine Turner,"[13, 49, 10]","[1, 1, 1]"
Andrea Richardson,"[10, 38, 42]","[1, 1, 2]"
Catherine Brooks,"[24, 6, 31]","[1, 1, 1]"
Virginia Perez,"[0, 28, 33]","[1, 1, 1]"
Jack Martinez,"[14, 38, 33]","[1, 2, 1]"
Henry Hall,"[31, 21, 10]","[1, 1, 1]"
Bradley Bailey,"[43, 0, 21]","[1, 1, 2]"
