name,fav_partners,project_prefs
Hannah Diaz,"[4, 36, 47]","[0, 0, 1]"
Jacob Kelly,"[7, 35, 10]","[0, 2, 1]"
Donald Watson,"[1, 42, 25]","[0, 2, 2]"
Richard Nguyen,"[38, 29, 39]","[3, 2, 3]"
Natalie Chavez,"[0, 15, 8]","[1, 0, 1]"
Logan Patel,"[37, 17, 45]","[2, 0, 0]"
Peter Kelly,"[39, 48, 2]","[1, 2, 1]"
Doris Kim,"[1, 20, 32]","[0, 2, 1]"
Jose Watson,"[29, 41, 10]","[1, 3, 1]"
Megan Rodriguez,"[14, 13, 5]","[2, 1, 1]"
Elizabeth Patel,"[3, 27, 23]","[3, 2, 3]"
Kyle Hernandez,"[28, 6, 21]","[1, 2, 2]"
Albert Myers,"[28, 27, 4]","[1, 0, 1]"
Terry Ramirez,"[49, 41, 43]","[3, 1, 1]"
Jessica Richardson,"[9, 47, 29]","[2, 1, 1]"
Michael Morgan,"[4, 46, 13]","[2, 1, 1]"
Frances Thomas,"[15, 33, 21]","[2, 1, 1]"
Helen Scott,"[5, 15, 2]","[2, 1, 2]"
Andrew Miller,"[6, 41, 24]","[1, 2, 1]"
Sarah Edwards,"[8, 28, 32]","[2, 2, 1]"
William Mendoza,"[7, 46, 0]","[1, 1, 1]"
Mason Alvarez,"[16, 37, 32]","[1, 1, 1]"
Isabella Cox,"[43, 14, 24]","[1, 2, 1]"
Maria Gray,"[10, 38, 12]","[1, 2, 1]"
Jacqueline Brooks,"[18, 36, 31]","[1, 1, 1]"
Catherine Martinez,"[12, 30, 15]","[1, 1, 2]"
Matthew Ortiz,"[12, 16, 35]","[1, 0, 1]"
Eric Brooks,"[39, 28, 30]","[2, 2, 3]"
Kayla Brooks,"[19, 11, 12]","[2, 1, 2]"
Gabriel Myers,"[14, 3, 36]","[3, 1, 2]"
Joan Howard,"[25, 29, 2]","[1, 1, 2]"
Grace Gutierrez,"[24, 46, 9]","[1, 1, 1]"
Heather Bailey,"[21, 7, 19]","[1, 2, 2]"
Austin Perez,"[16, 1, 44]","[1, 1, 1]"
Harold Reyes,"[36, 20, 46]","[1, 1, 2]"
Roger Martin,"[1, 3, 30]","[2, 2, 2]"
Deborah Harris,"[29, 24, 35]","[2, 1, 2]"
Jason Gray,"[21, 29, 32]","[1, 2, 2]"
Kelly Lewis,"[3, 23, 0]","[1, 2, 2]"
Tyler Morales,"[6, 27, 3]","[2, 2, 2]"
Kelly Hughes,"[45, 42, 27]","[2, 1, 3]"
Timothy Harris,"[35, 24, 28]","[2, 1, 1]"
Michael Wright,"[40, 35, 13]","[3, 1, 2]"
Sean Diaz,"[13, 38, 16]","[1, 1, 2]"
Gregory Ruiz,"[33, 27, 43]","[1, 1, 2]"
Bradley Ramos,"[5, 40, 15]","[1, 1, 2]"
Amy Mitchell,"[31, 20, 38]","[1, 2, 2]"
Logan Edwards,"[45, 41, 9]","[1, 2, 2]"
Kathleen Garcia,"[6, 9, 15]","[2, 1, 1]"
Martha Green,"[13, 43, 14]","[2, 1, 1]"
