name,fav_partners,project_prefs
Sarah Gutierrez,"[18, 26, 12]","[3, 3, 0]"
Adam Reed,"[46, 27, 24]","[3, 0, 2]"
Lori Young,"[25, 33, 37]","[2, 0, 3]"
Aaron Thomas,"[46, 21, 20]","[2, 2, 0]"
Ashley Myers,"[27, 10, 29]","[1, 0, 1]"
Samantha James,"[47, 19, 6]","[0, 2, 0]"
Donna Allen,"[5, 42, 8]","[1, 1, 1]"
Evelyn Adams,"[17, 33, 43]","[1, 1, 0]"
Cynthia Myers,"[6, 49, 21]","[1, 2, 1]"
Gary Diaz,"[19, 35, 11]","[3, 3, 2]"
Emily Parker,"[29, 43, 35]","[1, 2, 1]"
Charles Thomas,"[9, 18, 46]","[3, 3, 2]"
Mark Gomez,"[0, 31, 45]","[3, 2, 0]"
Aaron Jimenez,"[16, 1, 48]","[2, 1, 1]"
Jennifer Stewart,"[2, 29, 42]","[2, 0, 3]"
Michael Richardson,"[10, 49, 39]","[1, 2, 2]"
Beverly Gonzalez,"[13, 45, 4]","[1, 0, 1]"
Stephen Hernandez,"[26, 45, 46]","[0, 3, 1]"
Carol Gonzalez,"[0, 20, 15]","[2, 2, 1]"
Deborah Smith,"[9, 5, 15]","[1, 2, 1]"
Tiffany Allen,"[18, 11, 48]","[2, 2, 1]"
Matthew Kelly,"[8, 12, 25]","[2, 2, 1]"
Jonathan Foster,"[5, 9, 3]","[2, 2, 1]"
Maria Baker,"[19, 31, 35]","[1, 2, 1]"
Michael Nguyen,"[1, 23, 0]","[2, 2, 1]"
Susan Baker,"[2, 13, 38]","[2, 1, 2]"
Doris Miller,"[0, 27, 38]","[3, 2, 0]"
Denise Sanders,"[1, 26, 37]","[3, 1, 1]"
Angela Edwards,"[4, 2, 46]","[2, 0, 2]"
Tyler Gonzalez,"[10, 14, 4]","[1, 1, 1]"
Willie Reyes,"[2, 18, 4]","[1, 1, 1]"
Elijah Lopez,"[23, 32, 26]","[2, 2, 1]"
Caleb Phillips,"[31, 17, 1]","[2, 2, 2]"
Hannah Cruz,"[2, 8, 1]","[2, 1, 1]"
Timothy Sanchez,"[36, 28, 43]","[1, 0, 1]"
Frances Ross,"[10, 23, 9]","[1, 2, 2]"
Deborah Bailey,"[34, 32, 23]","[1, 2, 2]"
Michael Reed,"[2, 27, 4]","[2, 1, 2]"
Roger Ramos,"[26, 25, 2]","[2, 1, 1]"
Theresa Thompson,"[15, 17, 42]","[1, 2, 1]"
Madison Lee,"[30, 20, 41]","[2, 1, 1]"
Ann Thomas,"[40, 19, 7]","[2, 2, 1]"
Abigail Adams,"[39, 14, 6]","[2, 1, 2]"
Anthony Rodriguez,"[7, 31, 34]","[2, 1, 1]"
Brian Wright,"[45, 42, 9]","[3, 2, 2]"
Emily Morgan,"[17, 21, 16]","[1, 2, 1]"
Margaret Jackson,"[1, 17, 28]","[1, 2, 2]"
Danielle Cox,"[5, 0, 6]","[1, 2, 1]"
Samantha Collins,"[20, 17, 19]","[1, 2, 1]"
Dorothy Johnson,"[15, 20, 37]","[1, 2, 1]"
