name,fav_partners,project_prefs
Alice Mendoza,"[4, 34, 26]","[0, 3, 0, 3]"
Russell Hughes,"[9, 25, 44]","[1, 1, 3, 3]"
Rachel Morgan,"[19, 33, 11]","[3, 3, 2, 3]"
Ryan Lewis,"[7, 30, 31]","[1, 2, 2, 1]"
Benjamin Cooper,"[25, 29, 40]","[2, 0, 0, 1]"
Brenda Flores,"[26, 29, 2]","[3, 3, 2, 2]"
Jessica Myers,"[16, 0, 38]","[0, 3, 0, 2]"
Anna Harris,"[3, 24, 41]","[1, 1, 2, 1]"
Keith Davis,"[32, 17, 42]","[1, 3, 0, 0]"
Stephanie Reed,"[1, 21, 45]","[1, 2, 3, 3]"
Tyler Parker,"[35, 44, 27]","[3, 0, 3, 0]"
Cheryl James,"[39, 35, 43]","[3, 1, 3, 0]"
Brian Scott,"[11, 24, 16]","[3, 1, 2, 0]"
Julie Bennett,"[1, 19, 4]","[1, 1, 1, 2]"
Catherine Clark,"[48, 39, 22]","[0, 0, 2, 0]"
Brenda Lee,"[14, 35, 27]","[0, 0, 2, 0]"
Dorothy Rodriguez,"[6, 10, 7]","[1, 2, 1, 1]"
Maria Lee,"[8, 2, 41]","[2, 2, 1, 1]"
Kayla Cooper,"[44, 41, 19]","[3, 2, 1, 2]"
Linda Ortiz,"[18, 2, 47]","[2, 2, 1, 2]"
Michelle Patel,"[21, 10, 9]","[1, 1, 2, 2]"
Steven Brown,"[9, 20, 2]","[1, 2, 1, 3]"
Dennis Jimenez,"[14, 0, 18]","[1, 1, 2, 2]"
Barbara Rodriguez,"[10, 36, 9]","[2, 1, 2, 2]"
Shirley Harris,"[7, 21, 8]","[1, 2, 1, 1]"
Gabriel Ramirez,"[4, 9, 44]","[2, 1, 1, 2]"
Gabriel Gomez,"[5, 0, 49]","[1, 2, 1, 2]"
Amber Torres,"[15, 40, 39]","[1, 1, 2, 0]"
Madison Bennett,"[14, 32, 21]","[1, 1, 1, 2]"
Timothy Taylor,"[5, 41, 45]","[3, 2, 2, 1]"
Christian Davis,"[13, 35, 4]","[1, 1, 1, 1]"
Steven Kelly,"[43, 4, 41]","[2, 0, 0, 2]"
Deborah Wright,"[28, 45, 40]","[2, 1, 2, 2]"
Lisa Nelson,"[2, 3, 19]","[2, 2, 2, 1]"
Joseph Moore,"[5, 39, 19]","[2, 2, 2, 2]"
Lori Young,"[30, 11, 10]","[2, 1, 2, 0]"
Megan Garcia,"[23, 42, 7]","[2, 1, 2, 1]"
Judith Turner,"[4, 20, 43]","[1, 1, 2, 2]"
Jonathan Rodriguez,"[6, 42, 9]","[1, 2, 2, 2]"
Lawrence Bailey,"[34, 14, 49]","[1, 1, 2, 1]"
Amy Sanchez,"[32, 27, 2]","[2, 2, 2, 2]"
Kimberly Torres,"[17, 5, 16]","[2, 2, 1, 1]"
Kathleen Thompson,"[36, 8, 19]","[2, 1, 1, 1]"
Aaron Lee,"[37, 31, 24]","[1, 1, 1, 2]"
Gloria Garcia,"[1, 39, 20]","[1, 2, 3, 2]"
Virginia Cook,"[29, 9, 26]","[2, 2, 2, 1]"
Sophia Robinson,"[11, 3, 6]","[1, 2, 2, 1]"
Willie Davis,"[9, 40, 5]","[1, 2, 2, 2]"
Justin Scott,"[14, 38, 19]","[2, 1, 2, 2]"
Susan Adams,"[26, 36, 16]","[1, 2, 2, 1]"
