name,fav_partners,project_prefs
Sandra Moore,"[24, 6, 38]","[1, 1, 1, 1]"
Betty Lee,"[40, 45, 3]","[2, 0, 1, 3]"
Shirley Chavez,"[30, 15, 38]","[0, 1, 2, 0]"
Jacob Adams,"[1, 47, 18]","[2, 0, 1, 2]"
Robert Lewis,"[27, 46, 45]","[1, 3, 0, 0]"
Joshua Wright,"[7, 18, 11]","[3, 2, 0, 1]"
Kimberly Rodriguez,"[0, 36, 40]","[1, 2, 1, 1]"
Bruce Hernandez,"[5, 25, 22]","[3, 2, 0, 1]"
Cynthia Lee,"[39, 28, 32]","[3, 2, 1, 3]"
Julia Gutierrez,"[6, 4, 39]","[2, 2, 1, 1]"
Arthur Foster,"[13, 2, 20]","[1, 1, 2, 1]"
Ashley Reed,"[5, 7, 10]","[2, 2, 1, 1]"
Robert Long,"[20, 11, 38]","[2, 2, 1, 1]"
Nicholas Howard,"[10, 43, 7]","[1, 2, 2, 1]"
Timothy Alvarez,"[0, 47, 40]","[1, 1, 1, 1]"
Kenneth Chavez,"[19, 6, 4]","[2, 3, 1, 1]"
Samantha Hill,"[33, 49, 37]","[2, 2, 3, 3]"
Linda Bennett,"[43, 13, 10]","[1, 1, 2, 1]"
Megan Turner,"[5, 3, 29]","[3, 2, 1, 1]"
Melissa Wilson,"[48, 4, 25]","[1, 2, 1, 0]"
Jacob Jimenez,"[12, 10, 28]","[2, 1, 1, 1]"
Joan Gray,"[0, 24, 49]","[1, 1, 1, 1]"
Robert Davis,"[7, 19, 46]","[2, 2, 1, 1]"
Samantha Ruiz,"[13, 22, 36]","[1, 2, 1, 2]"
Jessica Nelson,"[21, 33, 39]","[2, 1, 1, 1]"
Noah Hill,"[7, 1, 31]","[2, 1, 0, 2]"
Emily Mitchell,"[1, 20, 7]","[2, 1, 1, 2]"
Katherine Brooks,"[4, 40, 16]","[2, 3, 2, 1]"
Evelyn Ortiz,"[8, 20, 38]","[2, 2, 1, 2]"
Margaret Cooper,"[18, 39, 44]","[2, 2, 2, 1]"
Debra Martin,"[2, 27, 4]","[1, 2, 2, 1]"
Shirley Walker,"[30, 46, 14]","[1, 1, 2, 1]"
Edward Martin,"[41, 33, 34]","[2, 3, 1, 2]"
Beverly Sanchez,"[24, 16, 28]","[2, 1, 2, 2]"
Edward Mitchell,"[32, 18, 1]","[2, 2, 2, 2]"
Ethan Peterson,"[24, 11, 16]","[2, 2, 2, 2]"
Lori Cruz,"[41, 9, 14]","[1, 1, 1, 1]"
Jean Reed,"[16, 1, 21]","[1, 1, 2, 2]"
Samuel Cook,"[0, 2, 12]","[1, 1, 2, 1]"
Jessica Reed,"[8, 9, 45]","[2, 2, 1, 1]"
Frank Jackson,"[6, 37, 26]","[2, 1, 1, 2]"
Sandra Adams,"[36, 32, 31]","[1, 2, 1, 1]"
Catherine Foster,"[20, 4, 32]","[2, 2, 1, 1]"
Amber Robinson,"[13, 2, 21]","[0, 2, 1, 1]"
Stephen Evans,"[29, 3, 45]","[2, 1, 2, 1]"
Shirley Alvarez,"[1, 32, 10]","[1, 2, 2, 1]"
Margaret Kim,"[31, 27, 42]","[2, 2, 1, 1]"
Nicholas Brooks,"[14, 3, 34]","[2, 1, 2, 1]"
Alexander Rodriguez,"[24, 0, 4]","[1, 2, 1, 1]"
Isabella Wood,"[21, 16, 47]","[1, 1, 2, 2]"
