name,fav_partners,project_prefs
Dorothy Campbell,"[13, 26, 37]","[2, 3, 0, 0]"
Kathleen Hernandez,"[12, 20, 14]","[3, 2, 0, 2]"
Linda Castillo,"[35, 12, 15]","[3, 0, 0, 1]"
Beverly Roberts,"[45, 22, 11]","[2, 0, 2, 1]"
Andrew Green,"[9, 27, 22]","[3, 0, 3, 2]"
Austin Long,"[26, 27, 46]","[0, 2, 3, 2]"
Cheryl Myers,"[4, 43, 11]","[3, 1, 2, 2]"
Mary Kelly,"[31, 33, 27]","[0, 3, 0, 1]"
Rachel Foster,"[48, 35, 28]","[2, 0, 1, 2]"
Katherine Roberts,"[4, 27, 35]","[2, 0, 2, 2]"
Joshua Brown,"[40, 27, 30]","[1, 1, 1, 3]"
Jesse Davis,"[6, 3, 49]","[2, 1, 2, 1]"
Scott Edwards,"[1, 2, 38]","[2, 1, 1, 2]"
Eric Ross,"[6, 5, 30]","[1, 2, 3, 2]"
Christine Mendoza,"[1, 21, 33]","[3, 2, 0, 2]"
Dylan Ross,"[2, 41, 30]","[3, 0, 0, 2]"
Caleb Nguyen,"[36, 41, 26]","[3, 0, 3, 2]"
Diana Patel,"[14, 12, 31]","[2, 1, 1, 2]"
Judy James,"[13, 31, 35]","[2, 2, 3, 2]"
Christina Wood,"[43, 15, 24]","[3, 1, 1, 2]"
Nathan Walker,"[1, 32, 19]","[2, 2, 1, 2]"
Pamela Alvarez,"[14, 40, 41]","[2, 2, 1, 2]"
Karen Lee,"[3, 4, 41]","[2, 0, 2, 2]"
Samantha Morales,"[37, 3, 34]","[2, 1, 2, 1]"
James Smith,"[19, 42, 8]","[2, 1, 1, 1]"
Susan Allen,"[0, 38, 9]","[2, 1, 1, 1]"
Terry Scott,"[0, 11, 29]","[2, 2, 1, 1]"
Eric Smith,"[46, 24, 38]","[2, 2, 1, 1]"
Amy Evans,"[8, 42, 44]","[2, 0, 1, 1]"
Tiffany Roberts,"[6, 34, 11]","[2, 1, 1, 2]"
Samantha Wood,"[13, 10, 26]","[1, 2, 2, 2]"
Stephen Peterson,"[18, 7, 4]","[2, 1, 2, 2]"
Vincent Ruiz,"[20, 33, 35]","[2, 2, 1, 2]"
Kevin Rivera,"[18, 11, 0]","[1, 2, 1, 2]"
Gary Garcia,"[23, 6, 25]","[3, 1, 2, 1]"
Frank Clark,"[32, 2, 16]","[2, 1, 1, 2]"
Dorothy Lopez,"[14, 30, 32]","[2, 2, 2, 2]"
Jeffrey Morales,"[0, 19, 14]","[2, 2, 0, 1]"
Harold Moore,"[12, 25, 27]","[2, 2, 1, 1]"
Gregory Rogers,"[36, 31, 20]","[2, 1, 2, 2]"
Mary Martin,"[10, 21, 6]","[2, 1, 1, 2]"
Stephanie Cook,"[15, 49, 24]","[2, 0, 1, 2]"
Amy Ramos,"[28, 24, 2]","[2, 0, 1, 1]"
Caleb Wright,"[6, 19, 24]","[2, 2, 1, 2]"
Rebecca Torres,"[29, 32, 48]","[2, 1, 1, 2]"
Nathan Lewis,"[3, 49, 39]","[2, 1, 1, 2]"
Elijah Brooks,"[27, 5, 28]","[1, 1, 1, 2]"
Samuel Long,"[2, 28, 45]","[2, 0, 1, 2]"
Marilyn King,"[44, 8, 41]","[2, 1, 1, 2]"
Kelly Phillips,"[45, 11, 41]","[2, 1, 2, 2]"
