name,fav_partners,project_prefs
Diane Perez,"[34, 31, 7]","[0, 3, 1, 0]"
Austin Bailey,"[45, 28, 23]","[3, 0, 2, 0]"
Heather Jackson,"[42, 1, 32]","[2, 1, 2, 0]"
Lawrence Richardson,"[48, 22, 14]","[1, 1, 0, 0]"
David Jackson,"[43, 42, 22]","[1, 3, 3, 1]"
Christopher Myers,"[8, 45, 18]","[1, 1, 3, 1]"
Logan James,"[26, 46, 19]","[1, 3, 0, 0]"
Danielle Miller,"[9, 40, 10]","[2, 2, 2, 1]"
Zachary Brooks,"[5, 12, 28]","[1, 2, 3, 2]"
Tyler Patel,"[4, 6, 10]","[1, 2, 2, 0]"
Christian Baker,"[7, 9, 12]","[2, 2, 2, 1]"
Danielle Parker,"[35, 39, 29]","[2, 2, 1, 2]"
Doris Gray,"[10, 44, 42]","[2, 2, 2, 1]"
Ethan Edwards,"[8, 43, 24]","[1, 2, 3, 2]"
Gary Torres,"[3, 0, 5]","[1, 1, 2, 1]"
Judith Kelly,"[4, 9, 13]","[1, 3, 2, 1]"
Joe Murphy,"[26, 11, 28]","[1, 2, 1, 1]"
Lisa Bennett,"[6, 41, 22]","[1, 3, 0, 1]"
Jordan Parker,"[5, 13, 38]","[1, 1, 3, 1]"
Henry Robinson,"[6, 20, 18]","[1, 2, 1, 0]"
Mason Patel,"[19, 14, 37]","[1, 2, 2, 0]"
Linda Edwards,"[48, 14, 43]","[2, 2, 2, 2]"
Alexis Bailey,"[4, 17, 3]","[1, 2, 1, 0]"
Sandra Howard,"[1, 9, 49]","[2, 2, 1, 1]"
Randy Williams,"[48, 20, 32]","[2, 2, 1, 1]"
Lisa Brooks,"[45, 31, 20]","[1, 2, 1, 1]"
Bruce Roberts,"[6, 17, 14]","[1, 2, 1, 1]"
Teresa Foster,"[36, 19, 34]","[1, 2, 1, 1]"
Patricia Morales,"[16, 1, 8]","[1, 2, 1, 1]"
Christopher Martin,"[49, 15, 45]","[1, 3, 2, 2]"
Carol Edwards,"[2, 42, 43]","[2, 1, 2, 0]"
Lauren Walker,"[25, 40, 12]","[1, 2, 1, 2]"
Christopher Morgan,"[6, 3, 20]","[1, 1, 0, 0]"
Heather Gutierrez,"[44, 20, 41]","[2, 2, 2, 1]"
Jonathan Kim,"[0, 13, 22]","[1, 2, 2, 1]"
Scott Reyes,"[43, 14, 39]","[1, 1, 2, 1]"
Harold Garcia,"[27, 29, 11]","[1, 2, 2, 2]"
Linda Castillo,"[20, 25, 44]","[1, 2, 1, 0]"
Jordan Collins,"[18, 1, 3]","[1, 1, 1, 1]"
Madison Howard,"[35, 11, 9]","[2, 1, 2, 1]"
John Rogers,"[31, 42, 48]","[2, 2, 1, 1]"
Russell Scott,"[3, 6, 36]","[1, 2, 1, 0]"
Kelly Hall,"[30, 33, 35]","[2, 1, 2, 1]"
Kevin Cooper,"[30, 35, 13]","[2, 2, 2, 1]"
Jacob Brooks,"[12, 37, 15]","[1, 2, 2, 1]"
Ryan Brooks,"[5, 1, 6]","[1, 1, 1, 1]"
Cynthia Brown,"[21, 49, 37]","[2, 2, 2, 1]"
Caleb Martin,"[14, 18, 17]","[1, 2, 2, 1]"
Sharon Carter,"[3, 40, 21]","[2, 1, 1, 1]"
Teresa Ortiz,"[29, 23, 35]","[1, 2, 2, 1]"
