name,fav_partners,project_prefs
Bryan Clark,"[27, 35, 28]","[1, 2, 2, 1, 1]"
Noah Hall,"[42, 28, 21]","[0, 1, 1, 3, 3]"
Karen Gutierrez,"[0, 47, 20]","[1, 2, 2, 2, 1]"
Dylan Stewart,"[39, 38, 45]","[0, 2, 2, 3, 0]"
Diana Mitchell,"[40, 42, 32]","[1, 1, 3, 1, 1]"
Gary Mitchell,"[21, 8, 17]","[3, 2, 1, 3, 3]"
Edward Cooper,"[20, 38, 3]","[1, 2, 2, 2, 1]"
Margaret Clark,"[22, 27, 25]","[3, 0, 3, 0, 2]"
Mark Morris,"[5, 12, 1]","[2, 2, 2, 2, 2]"
Walter Williams,"[5, 37, 40]","[3, 1, 1, 3, 2]"
Ruth Campbell,"[4, 42, 17]","[2, 1, 3, 2, 1]"
Helen Jimenez,"[27, 41, 3]","[0, 2, 2, 3, 0]"
Jeffrey Ross,"[19, 22, 40]","[1, 3, 0, 1, 1]"
Andrew Martin,"[47, 35, 41]","[2, 0, 3, 1, 2]"
Melissa Ramos,"[44, 5, 43]","[3, 2, 1, 3, 3]"
Caleb Johnson,"[45, 8, 6]","[1, 1, 2, 2, 2]"
Karen Hall,"[32, 2, 36]","[1, 2, 1, 2, 2]"
Rebecca Brooks,"[5, 10, 1]","[1, 1, 1, 2, 2]"
Christine Martin,"[25, 3, 39]","[0, 2, 2, 2, 0]"
Cheryl Flores,"[35, 25, 10]","[1, 1, 3, 2, 1]"
Austin Patel,"[2, 23, 15]","[1, 2, 2, 2, 2]"
Ashley Morris,"[5, 1, 34]","[1, 1, 1, 2, 3]"
Kenneth Gutierrez,"[7, 17, 30]","[2, 1, 2, 1, 1]"
Mary Hernandez,"[20, 35, 5]","[2, 2, 1, 2, 2]"
Jerry Peterson,"[32, 6, 27]","[2, 2, 2, 2, 1]"
Robert Nguyen,"[7, 19, 13]","[2, 1, 3, 1, 2]"
Vincent Gonzalez,"[39, 9, 28]","[3, 1, 1, 2, 2]"
Kenneth Watson,"[11, 24, 7]","[1, 2, 2, 2, 1]"
Brandon Reyes,"[1, 13, 29]","[1, 0, 2, 2, 2]"
Raymond Martin,"[28, 23, 18]","[1, 2, 1, 2, 1]"
Alexander Mendoza,"[22, 21, 1]","[1, 1, 1, 2, 2]"
Jean Allen,"[21, 4, 10]","[1, 1, 2, 2, 2]"
Peter Taylor,"[24, 16, 21]","[2, 1, 2, 1, 2]"
Emily Hernandez,"[30, 27, 1]","[1, 1, 1, 2, 2]"
Larry Wilson,"[21, 31, 44]","[1, 1, 2, 2, 3]"
Gregory Hernandez,"[0, 13, 32]","[2, 1, 2, 1, 1]"
Judy Perez,"[10, 2, 31]","[2, 2, 2, 2, 1]"
Lauren Lewis,"[9, 25, 26]","[2, 1, 2, 2, 2]"
Teresa Cruz,"[42, 32, 29]","[1, 1, 2, 2, 2]"
Teresa Harris,"[18, 26, 3]","[1, 2, 1, 2, 1]"
Joshua James,"[4, 23, 42]","[1, 1, 2, 2, 2]"
Austin Taylor,"[11, 48, 13]","[2, 1, 2, 2, 1]"
Angela Scott,"[10, 40, 1]","[1, 2, 2, 2, 2]"
Kevin Bailey,"[14, 25, 27]","[2, 2, 2, 2, 1]"
George Cox,"[14, 34, 39]","[2, 1, 1, 3, 2]"
Gabriel Nelson,"[3, 15, 9]","[1, 2, 1, 2, 1]"
Billy Young,"[10, 21, 8]","[1, 1, 2, 2, 2]"
Teresa Morales,"[19, 49, 2]","[1, 1, 2, 1, 1]"
Angela Wilson,"[41, 12, 24]","[2, 2, 2, 2, 1]"
Justin Castillo,"[47, 18, 32]","[2, 2, 2, 1, 1]"
