name,fav_partners,project_prefs
William Campbell,"[2, 42, 14]","[2, 2, 2, 1, 2]"
Abigail Moore,"[45, 47, 12]","[2, 1, 3, 2, 2]"
Larry Rivera,"[12, 32, 48]","[2, 1, 1, 2, 2]"
Carol Sanders,"[21, 45, 40]","[2, 3, 0, 3, 0]"
Sophia Price,"[20, 19, 40]","[2, 0, 3, 2, 1]"
Julie Morales,"[45, 11, 6]","[2, 2, 2, 0, 3]"
Brian Patel,"[5, 39, 12]","[2, 1, 2, 1, 2]"
Raymond Edwards,"[0, 18, 42]","[2, 2, 2, 1, 2]"
Donald Rodriguez,"[7, 38, 35]","[1, 2, 2, 1, 2]"
Elizabeth Thomas,"[26, 33, 46]","[0, 1, 2, 3, 3]"
Samantha Watson,"[41, 37, 34]","[3, 0, 1, 0, 3]"
Jessica Cooper,"[5, 8, 47]","[1, 2, 1, 1, 2]"
Deborah Bennett,"[1, 4, 20]","[2, 1, 3, 2, 1]"
Arthur Cruz,"[19, 40, 27]","[1, 0, 2, 0, 2]"
Anthony Reed,"[23, 15, 37]","[2, 3, 0, 1, 2]"
Patricia Reyes,"[14, 7, 28]","[2, 2, 1, 1, 2]"
Keith Ross,"[45, 25, 21]","[0, 3, 0, 3, 0]"
Benjamin Ramos,"[37, 10, 22]","[2, 0, 2, 0, 2]"
Jerry Harris,"[7, 33, 21]","[2, 2, 1, 1, 1]"
Jean Robinson,"[13, 4, 0]","[2, 1, 2, 1, 1]"
William Richardson,"[12, 47, 28]","[2, 1, 2, 2, 1]"
Diana Rivera,"[3, 16, 18]","[1, 2, 1, 3, 1]"
Paul Hill,"[17, 12, 32]","[2, 1, 2, 1, 2]"
Jose Thomas,"[14, 20, 39]","[2, 2, 1, 2, 2]"
Isabella Jimenez,"[1, 7, 40]","[2, 2, 2, 1, 2]"
Roger Allen,"[16, 5, 36]","[1, 3, 1, 1, 2]"
Jesse Robinson,"[31, 15, 17]","[2, 2, 2, 1, 2]"
Shirley Wilson,"[13, 3, 15]","[2, 2, 1, 1, 2]"
Richard Myers,"[20, 15, 40]","[2, 1, 1, 2, 1]"
Samuel Scott,"[11, 20, 1]","[2, 1, 2, 2, 2]"
Teresa Walker,"[9, 39, 20]","[2, 1, 2, 2, 2]"
Ashley Williams,"[26, 20, 42]","[2, 2, 1, 2, 1]"
Kathryn Myers,"[22, 2, 20]","[2, 2, 2, 1, 2]"
Angela Reyes,"[18, 46, 45]","[2, 2, 1, 1, 2]"
Bruce Reyes,"[10, 1, 39]","[2, 0, 2, 1, 3]"
Emily Patel,"[19, 41, 48]","[2, 1, 2, 1, 1]"
Nathan Jackson,"[25, 45, 43]","[1, 2, 2, 1, 2]"
Judy Jackson,"[17, 14, 44]","[2, 1, 1, 0, 2]"
Julia Davis,"[8, 34, 24]","[2, 1, 2, 1, 2]"
Liam Rogers,"[30, 34, 6]","[1, 1, 2, 1, 2]"
Denise Rivera,"[28, 13, 24]","[2, 2, 1, 1, 2]"
Sara Martin,"[35, 26, 43]","[1, 2, 2, 2, 1]"
Douglas Myers,"[31, 0, 7]","[2, 2, 1, 2, 2]"
Patrick Patel,"[36, 41, 23]","[1, 2, 2, 1, 2]"
Bryan Morgan,"[37, 30, 9]","[2, 2, 1, 2, 2]"
Joshua Cook,"[33, 2, 32]","[2, 1, 1, 1, 2]"
Emma Cook,"[9, 33, 41]","[1, 1, 2, 2, 2]"
Debra Cox,"[11, 1, 14]","[2, 1, 2, 2, 1]"
Willie Sanchez,"[35, 2, 17]","[2, 1, 1, 1, 2]"
Dennis Martin,"[16, 36, 12]","[1, 2, 2, 2, 1]"
