name,fav_partners,project_prefs
Maria Myers,"[19, 8, 25]","[2, 2, 1, 1, 2]"
Kelly Robinson,"[28, 41, 21]","[3, 3, 0, 3, 0]"
Liam Johnson,"[4, 3, 23]","[1, 1, 1, 1, 1]"
Daniel Rogers,"[15, 23, 9]","[0, 0, 2, 3, 3]"
Noah Peterson,"[2, 49, 47]","[1, 1, 1, 1, 1]"
Stephanie Baker,"[4, 10, 35]","[1, 1, 1, 1, 2]"
Kathryn Williams,"[27, 24, 41]","[1, 3, 2, 1, 1]"
Kelly White,"[31, 33, 35]","[0, 0, 1, 2, 3]"
Grace Cruz,"[0, 23, 7]","[1, 1, 1, 2, 2]"
Willie Peterson,"[3, 26, 36]","[0, 1, 2, 2, 3]"
Lucas Campbell,"[5, 21, 16]","[2, 2, 1, 2, 2]"
Brian James,"[24, 27, 14]","[0, 3, 1, 0, 2]"
Hannah Richardson,"[43, 25, 13]","[3, 1, 1, 2, 3]"
Laura Brooks,"[2, 18, 23]","[2, 2, 1, 1, 1]"
Natalie Wilson,"[11, 35, 42]","[1, 3, 1, 0, 2]"
Henry Garcia,"[28, 30, 37]","[3, 3, 1, 1, 1]"
Victoria Walker,"[10, 19, 40]","[2, 2, 1, 2, 2]"
Roy White,"[15, 6, 1]","[2, 2, 1, 2, 1]"
Marilyn Torres,"[13, 42, 41]","[2, 1, 1, 1, 1]"
Nicholas Morris,"[16, 37, 34]","[1, 2, 1, 2, 2]"
Roy Campbell,"[36, 8, 22]","[1, 1, 2, 2, 2]"
Paul Rodriguez,"[10, 1, 27]","[2, 2, 1, 2, 1]"
Liam Evans,"[20, 6, 42]","[1, 2, 2, 1, 1]"
Gary Brooks,"[8, 3, 2]","[1, 1, 1, 2, 2]"
Liam Reed,"[11, 6, 19]","[1, 2, 2, 1, 1]"
Ryan Stewart,"[0, 41, 5]","[1, 1, 1, 1, 2]"
Mark Chavez,"[20, 4, 10]","[1, 2, 2, 2, 1]"
Dennis Turner,"[11, 21, 36]","[1, 2, 1, 2, 2]"
Ryan Bailey,"[15, 41, 30]","[3, 3, 1, 2, 2]"
Anna Hill,"[32, 37, 36]","[3, 3, 0, 3, 0]"
Gloria Ramirez,"[28, 15, 2]","[2, 2, 1, 1, 2]"
Sharon Anderson,"[7, 12, 1]","[2, 1, 1, 2, 2]"
Samuel Perez,"[29, 7, 48]","[1, 1, 1, 2, 2]"
Linda Perez,"[7, 3, 2]","[1, 1, 1, 2, 2]"
Virginia Reed,"[3, 43, 14]","[1, 1, 1, 2, 2]"
Martha Martinez,"[14, 5, 23]","[1, 1, 1, 2, 2]"
Scott Williams,"[27, 20, 43]","[1, 1, 2, 2, 2]"
Roy Harris,"[29, 19, 15]","[2, 2, 0, 2, 1]"
Steven Morris,"[9, 10, 29]","[1, 2, 1, 2, 1]"
Isabella Edwards,"[4, 7, 9]","[1, 1, 1, 2, 2]"
Janice Gutierrez,"[16, 4, 30]","[2, 2, 2, 1, 1]"
Nancy Hernandez,"[6, 11, 47]","[0, 2, 2, 1, 1]"
Amber Lewis,"[22, 14, 48]","[1, 2, 2, 1, 2]"
Emma Reed,"[34, 12, 36]","[1, 1, 1, 2, 2]"
Elizabeth Walker,"[23, 11, 39]","[1, 1, 1, 1, 2]"
Larry Phillips,"[9, 40, 32]","[2, 1, 1, 1, 2]"
Lucas Howard,"[45, 29, 38]","[2, 2, 1, 2, 1]"
Christian Morgan,"[41, 39, 16]","[1, 1, 1, 1, 1]"
Richard Taylor,"[42, 32, 44]","[1, 1, 1, 1, 2]"
Lori Jackson,"[4, 28, 6]","[1, 2, 2, 1, 1]"
