name,fav_partners,project_prefs
Lawrence Evans,"[26, 25, 35]","[3, 2, 3, 1, 1]"
Lisa Gutierrez,"[9, 12, 35]","[3, 1, 2, 0, 3]"
Nicole Johnson,"[3, 34, 12]","[3, 3, 3, 0, 3]"
Patricia Kelly,"[2, 39, 1]","[3, 2, 2, 0, 2]"
Natalie Price,"[7, 20, 37]","[3, 1, 3, 1, 0]"
Paul Taylor,"[21, 49, 2]","[3, 3, 2, 1, 3]"
Brenda Edwards,"[4, 37, 31]","[3, 2, 3, 1, 1]"
Gregory Smith,"[3, 40, 48]","[3, 2, 2, 0, 2]"
Daniel Gray,"[29, 11, 43]","[0, 2, 1, 3, 1]"
Betty White,"[24, 19, 41]","[1, 3, 1, 0, 3]"
Jessica Walker,"[35, 13, 4]","[3, 1, 3, 1, 0]"
Benjamin Clark,"[8, 18, 32]","[1, 2, 2, 2, 1]"
Rebecca White,"[22, 31, 43]","[1, 2, 1, 1, 1]"
Noah Flores,"[10, 22, 0]","[3, 2, 2, 2, 0]"
Jacob Young,"[18, 28, 7]","[3, 1, 2, 0, 2]"
Andrew Reyes,"[21, 47, 4]","[2, 1, 2, 2, 1]"
Kathryn Flores,"[20, 19, 42]","[1, 1, 2, 2, 0]"
Keith Chavez,"[42, 1, 24]","[3, 1, 2, 1, 3]"
Matthew Allen,"[14, 11, 46]","[2, 2, 2, 1, 2]"
Mary Ramos,"[9, 16, 46]","[1, 1, 2, 1, 2]"
Matthew Morris,"[16, 31, 48]","[1, 1, 2, 1, 0]"
Angela Baker,"[5, 20, 9]","[1, 2, 1, 1, 2]"
Angela Cook,"[13, 40, 20]","[2, 1, 1, 1, 0]"
Bruce Lewis,"[40, 26, 21]","[1, 2, 1, 1, 2]"
Logan Moore,"[17, 14, 1]","[2, 1, 1, 0, 3]"
Deborah Foster,"[0, 48, 6]","[2, 2, 3, 1, 1]"
Danielle Torres,"[23, 20, 3]","[1, 1, 1, 1, 1]"
Pamela Nelson,"[43, 40, 14]","[2, 2, 2, 0, 1]"
Thomas Morales,"[39, 5, 34]","[3, 2, 2, 1, 3]"
Ryan Hernandez,"[8, 35, 23]","[1, 2, 1, 2, 2]"
Alan Garcia,"[16, 12, 39]","[2, 2, 1, 1, 1]"
Sophia Williams,"[12, 6, 27]","[2, 1, 2, 1, 1]"
Ryan Peterson,"[11, 13, 1]","[2, 2, 2, 2, 1]"
Doris Ramirez,"[8, 38, 32]","[1, 2, 2, 2, 1]"
Gloria Campbell,"[28, 27, 20]","[2, 1, 2, 1, 2]"
Lori Moore,"[29, 10, 0]","[2, 1, 2, 2, 2]"
James Morales,"[19, 23, 31]","[2, 1, 2, 1, 2]"
Lauren Ruiz,"[26, 27, 47]","[2, 1, 2, 1, 1]"
Dylan Murphy,"[33, 17, 3]","[3, 1, 2, 2, 1]"
Adam Wood,"[30, 3, 28]","[2, 2, 1, 1, 2]"
Isabella Sanders,"[7, 22, 27]","[2, 1, 2, 1, 1]"
Charles Wright,"[9, 42, 11]","[1, 2, 1, 1, 2]"
Timothy Wood,"[16, 17, 33]","[2, 1, 2, 2, 2]"
Tyler Peterson,"[8, 12, 27]","[1, 2, 1, 1, 1]"
Isabella Edwards,"[13, 28, 22]","[2, 2, 2, 2, 1]"
Sarah Wright,"[12, 32, 47]","[1, 2, 2, 1, 1]"
Frank Patel,"[19, 30, 47]","[2, 2, 2, 1, 2]"
Christine Brown,"[15, 37, 19]","[2, 1, 2, 1, 1]"
Mark Reyes,"[20, 9, 5]","[2, 2, 1, 1, 2]"
Billy Reed,"[5, 46, 19]","[2, 2, 2, 2, 2]"
