name,fav_partners,project_prefs
Margaret Martinez,"[14, 21, 16]","[1, 3, 3, 3]"
Walter Gutierrez,"[3, 25, 24]","[3, 3, 0, 1]"
Sara Reed,"[12, 6, 19]","[3, 2, 1, 0]"
Bruce Howard,"[1, 16, 28]","[3, 3, 1, 1]"
Charlotte Parker,"[29, 5, 24]","[3, 2, 2, 3]"
Walter Garcia,"[4, 15, 24]","[3, 2, 2, 2]"
Samuel Ruiz,"[18, 17, 8]","[0, 1, 2, 1]"
Nicole Bailey,"[13, 26, 15]","[3, 3, 2, 2]"
Edward Moore,"[6, 9, 26]","[1, 1, 2, 1]"
Julie Wilson,"[7, 0, 18]","[2, 3, 2, 3]"
Jessica Bailey,"[4, 7, 6]","[1, 2, 2, 2]"
Elizabeth Mendoza,"[26, 21, 25]","[0, 3, 3, 3]"
Kelly Torres,"[2, 17, 24]","[2, 2, 2, 0]"
Frank Cook,"[7, 14, 29]","[3, 2, 2, 2]"
Raymond King,"[13, 0, 17]","[2, 2, 2, 2]"
Gloria Harris,"[5, 12, 26]","[3, 2, 2, 1]"
Roger Myers,"[3, 0, 10]","[2, 3, 1, 2]"
Danielle Smith,"[14, 12, 19]","[2, 2, 2, 1]"
Janet Richardson,"[6, 14, 22]","[1, 2, 2, 2]"
Carl Kelly,"[17, 27, 8]","[1, 2, 1, 1]"
Judith Flores,"[15, 19, 28]","[2, 2, 1, 1]"
Judith Torres,"[11, 8, 19]","[0, 1, 2, 2]"
Christian Ward,"[18, 27, 26]","[1, 2, 2, 1]"
Patrick Murphy,"[29, 24, 22]","[1, 2, 2, 1]"
Zachary Rogers,"[1, 5, 25]","[3, 2, 1, 1]"
Carolyn Myers,"[24, 1, 11]","[1, 3, 2, 1]"
Jesse Walker,"[7, 15, 12]","[3, 2, 2, 2]"
Theresa Walker,"[19, 28, 22]","[1, 2, 1, 1]"
Raymond Patel,"[3, 9, 10]","[1, 2, 2, 2]"
Alexis Mitchell,"[23, 13, 9]","[2, 2, 2, 2]"
