name,fav_partners,project_prefs
Liam Scott,"[23, 2, 6]","[0, 1, 0, 3]"
George Ortiz,"[20, 27, 26]","[1, 0, 0, 1]"
Kimberly Morris,"[12, 6, 25]","[1, 1, 1, 3]"
Lawrence Peterson,"[6, 27, 22]","[3, 3, 0, 0]"
Gary Walker,"[15, 5, 26]","[1, 2, 3, 1]"
Daniel Phillips,"[4, 14, 27]","[2, 2, 2, 1]"
Michelle Wilson,"[0, 3, 14]","[2, 2, 0, 1]"
Joan Cook,"[0, 23, 15]","[0, 1, 1, 2]"
Heather Chavez,"[28, 16, 20]","[2, 0, 2, 3]"
Victoria Clark,"[18, 25, 5]","[2, 2, 2, 1]"
Ruth Howard,"[16, 15, 17]","[2, 0, 2, 2]"
Peter Ross,"[9, 3, 24]","[2, 2, 1, 1]"
Thomas Hughes,"[2, 10, 24]","[1, 1, 1, 3]"
Frances Morris,"[10, 9, 19]","[2, 1, 2, 2]"
Brittany Clark,"[5, 6, 11]","[2, 2, 2, 1]"
Brandon Evans,"[4, 7, 22]","[1, 2, 1, 2]"
Christine Gray,"[10, 9, 19]","[1, 1, 2, 2]"
Jessica Campbell,"[12, 6, 0]","[1, 1, 0, 2]"
Christian Wright,"[19, 27, 15]","[1, 2, 1, 2]"
Gary Rivera,"[13, 18, 16]","[1, 1, 1, 1]"
Alexander Thompson,"[1, 8, 4]","[1, 1, 2, 2]"
Pamela Sanchez,"[13, 3, 12]","[2, 2, 1, 2]"
Mary Bennett,"[15, 3, 12]","[1, 2, 1, 2]"
Joan Thompson,"[0, 7, 8]","[1, 1, 2, 3]"
Ronald Alvarez,"[12, 11, 6]","[1, 2, 1, 2]"
Steven Sanders,"[2, 26, 10]","[1, 1, 2, 2]"
Raymond Walker,"[4, 1, 25]","[2, 1, 2, 1]"
Anthony Green,"[3, 24, 7]","[2, 2, 1, 2]"
Zachary Howard,"[11, 9, 19]","[2, 2, 2, 1]"
Sarah Hernandez,"[4, 24, 25]","[1, 2, 1, 2]"
