name,fav_partners,project_prefs
Brian Baker,"[12, 24, 20]","[0, 2, 2, 2]"
Doris Cook,"[24, 5, 9]","[0, 3, 3, 3]"
Diana Patel,"[11, 7, 17]","[2, 3, 3, 2]"
Isabella Robinson,"[4, 7, 12]","[3, 1, 0, 3]"
Nathan Brooks,"[3, 26, 14]","[3, 1, 0, 3]"
Peter Moore,"[1, 19, 27]","[0, 3, 2, 3]"
Raymond Garcia,"[8, 12, 24]","[2, 3, 1, 3]"
Frances Richardson,"[2, 3, 22]","[3, 1, 1, 2]"
Judy Torres,"[22, 9, 18]","[1, 0, 2, 3]"
Janice Gonzalez,"[19, 11, 16]","[3, 3, 0, 2]"
Julia Hill,"[14, 6, 15]","[2, 2, 2, 3]"
Sara Wood,"[2, 6, 21]","[2, 3, 1, 2]"
Ashley Hall,"[6, 3, 0]","[1, 1, 1, 2]"
Amber Harris,"[3, 28, 5]","[2, 2, 2, 2]"
Wayne Bailey,"[10, 4, 20]","[3, 1, 1, 3]"
Anthony Peterson,"[10, 0, 22]","[1, 2, 2, 3]"
Austin Myers,"[9, 20, 6]","[3, 2, 0, 2]"
Jacob Myers,"[2, 13, 8]","[2, 1, 2, 3]"
Samuel White,"[8, 28, 15]","[1, 2, 2, 3]"
Samuel Morales,"[9, 29, 2]","[3, 2, 1, 2]"
Ryan Myers,"[0, 14, 25]","[2, 1, 1, 2]"
Ethan Foster,"[11, 28, 20]","[1, 2, 1, 2]"
Betty Hernandez,"[8, 7, 28]","[2, 1, 1, 2]"
Jose Castillo,"[1, 13, 29]","[1, 2, 3, 3]"
Dorothy Foster,"[1, 0, 13]","[0, 3, 2, 3]"
Bruce Rodriguez,"[20, 19, 8]","[1, 1, 1, 2]"
Stephanie Ward,"[4, 16, 6]","[2, 1, 1, 3]"
Laura White,"[28, 9, 7]","[2, 1, 1, 2]"
Jeffrey Cooper,"[13, 18, 22]","[2, 2, 2, 2]"
Tyler Miller,"[19, 23, 18]","[2, 2, 2, 2]"
