name,fav_partners,project_prefs
Samuel Morgan,"[26, 4, 13]","[3, 0, 3, 0]"
Ryan Smith,"[0, 29, 5]","[2, 1, 2, 1]"
Lori Jimenez,"[28, 22, 7]","[3, 3, 1, 0]"
Michael Collins,"[5, 1, 11]","[1, 1, 2, 1]"
Andrea King,"[0, 20, 26]","[2, 0, 2, 0]"
Sean Evans,"[3, 1, 26]","[2, 1, 1, 1]"
Randy Reyes,"[2, 11, 0]","[3, 1, 2, 1]"
Megan Garcia,"[2, 17, 26]","[3, 3, 1, 0]"
Jack Morgan,"[19, 24, 26]","[0, 0, 2, 0]"
Larry Phillips,"[16, 2, 15]","[3, 3, 2, 1]"
Paul Nguyen,"[0, 4, 24]","[2, 1, 2, 1]"
Carl Harris,"[6, 3, 2]","[2, 2, 2, 0]"
Charlotte Gutierrez,"[16, 15, 18]","[2, 2, 0, 3]"
Roger Taylor,"[24, 5, 15]","[2, 1, 1, 1]"
Donna Diaz,"[13, 3, 8]","[1, 1, 1, 1]"
Jacqueline Cooper,"[13, 12, 23]","[1, 1, 1, 2]"
Sean Davis,"[9, 12, 7]","[2, 2, 1, 2]"
Julie Richardson,"[7, 8, 10]","[2, 1, 1, 0]"
Arthur Ortiz,"[12, 29, 10]","[2, 2, 1, 2]"
Tyler Phillips,"[8, 29, 20]","[0, 0, 2, 0]"
Megan Stewart,"[4, 24, 18]","[2, 2, 1, 2]"
Gerald Young,"[4, 19, 3]","[1, 0, 2, 1]"
Joyce King,"[2, 28, 25]","[3, 3, 2, 0]"
Gary Nguyen,"[15, 4, 7]","[2, 2, 1, 1]"
Sarah Jackson,"[20, 10, 13]","[2, 1, 1, 2]"
Ruth Lewis,"[22, 28, 5]","[2, 2, 1, 0]"
Joyce James,"[7, 0, 8]","[2, 2, 2, 0]"
Gloria Hughes,"[12, 6, 23]","[2, 2, 1, 2]"
Nathan Sanders,"[25, 2, 22]","[3, 3, 1, 1]"
Kathleen Moore,"[1, 19, 18]","[2, 1, 1, 2]"
