name,fav_partners,project_prefs
Gloria Carter,"[10, 16, 4]","[1, 3, 1, 3]"
Patricia Ramirez,"[20, 10, 18]","[3, 2, 0, 1]"
Nicole Thompson,"[15, 27, 21]","[1, 3, 1, 2]"
Bryan Morgan,"[13, 7, 1]","[2, 2, 0, 1]"
Jordan Patel,"[25, 17, 15]","[2, 2, 2, 1]"
Donald Taylor,"[17, 13, 22]","[0, 1, 1, 1]"
David Rodriguez,"[8, 3, 7]","[2, 2, 0, 1]"
Karen Ruiz,"[6, 3, 17]","[2, 2, 1, 1]"
Billy Torres,"[19, 23, 3]","[1, 2, 0, 1]"
Alan Flores,"[14, 3, 2]","[1, 2, 1, 1]"
Richard White,"[1, 20, 24]","[3, 1, 1, 1]"
Judith Wood,"[9, 23, 19]","[1, 2, 1, 1]"
Stephanie Patel,"[2, 5, 23]","[1, 1, 2, 2]"
Emily Ortiz,"[5, 3, 9]","[1, 2, 1, 1]"
Logan Garcia,"[18, 29, 23]","[3, 2, 0, 1]"
Jeffrey Miller,"[2, 4, 27]","[1, 3, 2, 2]"
Tiffany Sanders,"[0, 15, 20]","[1, 2, 2, 2]"
Kevin Cruz,"[5, 4, 9]","[1, 2, 1, 1]"
Bradley Long,"[14, 13, 25]","[2, 2, 1, 1]"
Grace Chavez,"[0, 20, 10]","[2, 2, 1, 2]"
Joan Allen,"[19, 6, 8]","[2, 2, 1, 1]"
Ryan Chavez,"[2, 8, 15]","[1, 2, 1, 1]"
Dorothy Reed,"[21, 17, 28]","[1, 2, 1, 1]"
Jeffrey Martin,"[12, 8, 14]","[1, 2, 1, 2]"
Virginia Diaz,"[10, 28, 23]","[2, 2, 1, 2]"
Ryan Allen,"[4, 19, 8]","[1, 2, 1, 2]"
Edward Hernandez,"[12, 25, 10]","[2, 2, 2, 2]"
Sara Cox,"[15, 2, 6]","[1, 2, 1, 1]"
Mary Adams,"[22, 24, 8]","[2, 2, 0, 1]"
Christina Rogers,"[16, 23, 7]","[2, 2, 1, 2]"
