name,fav_partners,project_prefs
Teresa Baker,"[27, 11, 4]","[2, 0, 0, 3]"
Steven Johnson,"[3, 20, 21]","[0, 2, 3, 2]"
Doris Walker,"[15, 13, 1]","[1, 1, 3, 2]"
Carol Wright,"[1, 27, 13]","[0, 1, 3, 1]"
Caleb Green,"[0, 1, 2]","[1, 1, 2, 2]"
Sharon Brown,"[21, 7, 18]","[1, 1, 3, 0]"
Christian Flores,"[18, 13, 7]","[1, 1, 1, 1]"
Terry Morgan,"[6, 13, 8]","[1, 1, 1, 1]"
Lawrence Campbell,"[11, 3, 0]","[1, 1, 2, 1]"
Kelly Harris,"[22, 15, 26]","[0, 0, 0, 2]"
Susan Mitchell,"[13, 22, 7]","[2, 1, 1, 2]"
Doris Harris,"[0, 8, 10]","[1, 0, 1, 2]"
Christina Parker,"[20, 19, 8]","[1, 1, 2, 1]"
Janet Ortiz,"[3, 7, 12]","[1, 1, 1, 1]"
Madison Campbell,"[6, 22, 8]","[1, 1, 2, 1]"
Stephanie Bennett,"[9, 2, 16]","[1, 1, 1, 2]"
Bradley Patel,"[15, 19, 0]","[2, 1, 1, 2]"
Theresa Bailey,"[12, 29, 8]","[1, 1, 1, 1]"
Elijah Hall,"[6, 1, 3]","[1, 2, 2, 1]"
Dylan Davis,"[16, 12, 11]","[1, 1, 2, 2]"
Maria Flores,"[1, 5, 8]","[1, 1, 2, 1]"
Carl Davis,"[1, 8, 0]","[1, 1, 1, 1]"
Sandra Bailey,"[14, 9, 19]","[1, 0, 1, 1]"
Olivia Sanchez,"[17, 16, 26]","[1, 1, 2, 2]"
Amanda Evans,"[26, 22, 29]","[1, 1, 1, 1]"
David Wilson,"[29, 24, 10]","[1, 1, 1, 2]"
Teresa Mitchell,"[24, 23, 6]","[1, 1, 1, 1]"
Logan Robinson,"[0, 11, 22]","[2, 0, 1, 2]"
Matthew James,"[11, 0, 5]","[1, 1, 2, 2]"
Cheryl Ward,"[17, 25, 27]","[1, 1, 1, 1]"
