name,fav_partners,project_prefs
Sophia Campbell,"[18, 12, 22]","[2, 0, 3, 1]"
Terry Morris,"[10, 28, 13]","[1, 0, 0, 3]"
Barbara Price,"[0, 21, 15]","[2, 0, 3, 1]"
Ruth Reyes,"[16, 19, 4]","[0, 3, 2, 1]"
Billy Allen,"[3, 10, 19]","[0, 3, 1, 1]"
Dorothy Hall,"[6, 10, 28]","[0, 3, 2, 0]"
Larry Hill,"[5, 21, 14]","[1, 3, 2, 1]"
Cheryl Roberts,"[1, 0, 6]","[1, 1, 1, 2]"
Grace James,"[28, 5, 15]","[0, 2, 2, 0]"
Timothy Howard,"[0, 5, 25]","[1, 2, 2, 1]"
Walter Jones,"[5, 4, 24]","[0, 3, 1, 1]"
Rachel King,"[1, 27, 15]","[2, 0, 1, 3]"
Andrea Adams,"[25, 3, 27]","[0, 2, 2, 1]"
Vincent Rivera,"[5, 11, 2]","[2, 1, 2, 1]"
Anna Jones,"[9, 13, 6]","[2, 2, 2, 1]"
Sharon Ward,"[2, 11, 8]","[1, 1, 2, 1]"
Jacob Smith,"[3, 6, 27]","[1, 2, 1, 1]"
Charles Carter,"[24, 9, 3]","[0, 2, 2, 1]"
Karen Phillips,"[0, 11, 24]","[1, 1, 2, 2]"
Abigail Gonzalez,"[3, 26, 0]","[1, 1, 2, 1]"
Jacob Castillo,"[1, 14, 23]","[2, 2, 1, 2]"
Jacqueline Lopez,"[2, 8, 16]","[2, 2, 2, 1]"
Jonathan Bennett,"[24, 15, 0]","[1, 1, 2, 1]"
Rebecca Lewis,"[18, 26, 5]","[1, 2, 2, 1]"
Matthew Reed,"[22, 18, 25]","[1, 1, 2, 1]"
Christina Peterson,"[9, 2, 10]","[1, 1, 2, 2]"
Mason White,"[1, 5, 16]","[1, 1, 1, 1]"
Anthony Baker,"[12, 11, 15]","[1, 1, 1, 1]"
Alexis Sanchez,"[5, 8, 1]","[1, 2, 1, 1]"
James Evans,"[1, 18, 27]","[2, 1, 1, 2]"
