name,fav_partners,project_prefs
Grace Young,"[3, 4, 22]","[1, 0, 3, 3]"
John Hughes,"[16, 8, 24]","[3, 2, 3, 0]"
Adam Richardson,"[12, 10, 7]","[3, 2, 0, 1]"
William White,"[20, 18, 15]","[0, 1, 1, 3]"
Jesse Peterson,"[0, 19, 23]","[1, 0, 3, 3]"
Jacqueline Rodriguez,"[29, 2, 10]","[2, 2, 0, 1]"
Kathryn Perez,"[20, 19, 16]","[3, 3, 1, 2]"
Margaret Jones,"[2, 23, 25]","[3, 2, 1, 2]"
Donald Smith,"[1, 11, 19]","[3, 2, 2, 0]"
Angela Bennett,"[8, 10, 2]","[3, 2, 1, 1]"
Mark Clark,"[5, 11, 28]","[1, 2, 0, 2]"
Madison Kelly,"[8, 22, 6]","[3, 2, 1, 1]"
Lauren Baker,"[2, 21, 5]","[2, 2, 0, 1]"
Patricia Gray,"[26, 5, 21]","[2, 2, 0, 2]"
Kevin Edwards,"[5, 25, 0]","[2, 1, 1, 2]"
Robert Nguyen,"[3, 24, 27]","[1, 1, 1, 2]"
Thomas Scott,"[6, 1, 20]","[2, 3, 2, 1]"
Natalie Gutierrez,"[14, 20, 5]","[2, 2, 1, 1]"
Nicholas Brown,"[3, 23, 17]","[1, 2, 1, 1]"
Megan Hughes,"[4, 8, 6]","[2, 2, 1, 1]"
Stephen Lee,"[16, 3, 26]","[1, 2, 2, 2]"
Russell Morgan,"[12, 10, 5]","[2, 2, 1, 1]"
Dorothy Nguyen,"[11, 20, 7]","[3, 2, 2, 1]"
Patricia Johnson,"[4, 7, 18]","[1, 2, 1, 2]"
Bruce Campbell,"[6, 19, 5]","[1, 3, 1, 1]"
Roy Ruiz,"[14, 27, 2]","[2, 2, 1, 2]"
Jessica Anderson,"[13, 23, 8]","[2, 2, 1, 2]"
Brenda Gonzalez,"[15, 25, 2]","[2, 1, 1, 2]"
Roger Thomas,"[11, 19, 5]","[3, 2, 1, 1]"
Ryan King,"[5, 27, 8]","[2, 2, 2, 1]"
