name,fav_partners,project_prefs
Andrea Moore,"[10, 6, 20]","[3, 2, 0]"
Keith Kelly,"[6, 15, 23]","[3, 1, 0]"
Jesse Cruz,"[12, 13, 16]","[3, 1, 0]"
Barbara Murphy,"[1, 26, 10]","[3, 1, 0]"
Logan Sanchez,"[26, 25, 2]","[3, 2, 0]"
Brian Moore,"[0, 27, 28]","[3, 2, 1]"
Janet Scott,"[1, 0, 5]","[3, 2, 1]"
Tiffany Jones,"[0, 27, 9]","[3, 2, 1]"
Donna Roberts,"[10, 24, 2]","[3, 2, 0]"
Brian Rogers,"[7, 15, 8]","[2, 2, 1]"
Lori James,"[3, 8, 24]","[3, 1, 0]"
Harold Rodriguez,"[9, 6, 14]","[2, 2, 1]"
Scott Thompson,"[2, 4, 28]","[2, 2, 1]"
Amanda Wright,"[2, 18, 12]","[2, 2, 1]"
Alice Rivera,"[11, 21, 22]","[2, 2, 1]"
Eric Ross,"[9, 1, 26]","[2, 2, 0]"
Joshua Ward,"[2, 17, 3]","[2, 2, 1]"
Rebecca Brown,"[19, 23, 8]","[2, 2, 0]"
Dorothy Miller,"[13, 12, 6]","[3, 2, 1]"
Jose Murphy,"[17, 3, 7]","[2, 2, 1]"
Austin Hall,"[0, 26, 19]","[2, 2, 1]"
Brittany Reyes,"[18, 28, 17]","[2, 2, 1]"
Samantha Green,"[14, 18, 15]","[2, 2, 0]"
Gerald Garcia,"[1, 17, 21]","[3, 1, 1]"
Emily Morales,"[10, 8, 12]","[2, 2, 1]"
Christina Jackson,"[4, 8, 0]","[2, 2, 0]"
Carl Allen,"[20, 7, 8]","[2, 1, 1]"
Brenda Ward,"[7, 5, 11]","[3, 2, 1]"
Laura Sanchez,"[5, 21, 22]","[2, 1, 1]"
Kayla Williams,"[17, 19, 4]","[2, 2, 1]"
