name,fav_partners,project_prefs
Jeffrey Kelly,"[4, 7, 2]","[1, 1, 1]"
Sandra Campbell,"[15, 12, 24]","[2, 2, 2]"
Virginia Carter,"[0, 20, 12]","[1, 1, 1]"
Cheryl Young,"[27, 7, 5]","[0, 3, 0]"
Anthony Mendoza,"[0, 9, 20]","[1, 1, 1]"
Lauren Bennett,"[3, 1, 27]","[2, 2, 1]"
Albert Peterson,"[2, 12, 27]","[1, 2, 1]"
Amber Allen,"[0, 26, 16]","[1, 1, 1]"
Robert Hernandez,"[28, 0, 17]","[1, 1, 2]"
Lucas Ward,"[4, 3, 16]","[1, 1, 1]"
Joshua King,"[8, 6, 29]","[1, 2, 2]"
Noah Alvarez,"[6, 28, 15]","[1, 2, 1]"
Billy Collins,"[6, 26, 29]","[1, 1, 2]"
Natalie Gray,"[14, 10, 5]","[2, 2, 1]"
Tyler Myers,"[7, 26, 17]","[1, 1, 2]"
Willie Cruz,"[11, 1, 0]","[1, 1, 1]"
Frank Diaz,"[9, 7, 14]","[1, 1, 1]"
Mary Carter,"[8, 14, 29]","[1, 1, 2]"
Christopher Young,"[29, 7, 17]","[1, 1, 1]"
David Alvarez,"[13, 9, 27]","[2, 2, 1]"
Stephanie Sanchez,"[2, 13, 8]","[1, 1, 1]"
Hannah Nguyen,"[5, 28, 14]","[1, 1, 2]"
Elizabeth Cook,"[4, 8, 10]","[1, 1, 2]"
Frank Myers,"[2, 11, 26]","[1, 2, 1]"
Walter Evans,"[1, 6, 23]","[2, 2, 1]"
Sarah Smith,"[29, 22, 28]","[1, 1, 2]"
Jerry James,"[7, 14, 12]","[1, 1, 1]"
Sarah Torres,"[5, 3, 17]","[1, 2, 1]"
James Myers,"[25, 24, 20]","[1, 1, 1]"
Gregory Rivera,"[18, 25, 17]","[1, 1, 1]"
