name,fav_partners,project_prefs
Paul Rogers,"[31, 28, 35]","[0, 2, 0, 3]"
Lauren Carter,"[5, 0, 3]","[1, 2, 0, 3]"
Gregory Ross,"[25, 9, 18]","[0, 3, 3, 0]"
Natalie Wright,"[1, 7, 21]","[1, 2, 1, 3]"
Janet Bennett,"[37, 10, 30]","[1, 3, 1, 2]"
Beverly Smith,"[8, 22, 19]","[3, 1, 2, 2]"
Noah Harris,"[25, 29, 36]","[1, 1, 0, 0]"
Timothy Jimenez,"[3, 10, 35]","[1, 1, 1, 2]"
Christopher Long,"[28, 37, 24]","[2, 1, 2, 2]"
Matthew Torres,"[27, 11, 3]","[1, 2, 1, 2]"
Danielle Carter,"[7, 4, 27]","[1, 2, 2, 2]"
Jennifer Long,"[9, 36, 4]","[1, 3, 1, 2]"
Joan Wright,"[32, 2, 17]","[0, 3, 2, 0]"
Henry Rodriguez,"[25, 31, 20]","[2, 3, 0, 2]"
Kayla Collins,"[38, 0, 30]","[0, 2, 0, 3]"
Aaron Rodriguez,"[30, 33, 7]","[1, 1, 1, 1]"
Sarah Harris,"[25, 26, 13]","[2, 2, 1, 2]"
Teresa Taylor,"[19, 33, 37]","[0, 3, 0, 0]"
Frank Brooks,"[32, 22, 28]","[3, 0, 3, 0]"
Charles Ramirez,"[5, 17, 4]","[2, 2, 1, 1]"
Kayla Garcia,"[13, 7, 18]","[2, 1, 1, 2]"
Jason Gray,"[32, 10, 23]","[1, 1, 2, 2]"
Gloria Turner,"[5, 37, 0]","[1, 2, 2, 2]"
Judith Murphy,"[21, 2, 0]","[1, 2, 1, 1]"
Debra Rivera,"[8, 26, 17]","[1, 2, 1, 2]"
Barbara Ramirez,"[2, 16, 35]","[1, 2, 2, 1]"
Jeremy Reyes,"[24, 34, 22]","[1, 2, 2, 2]"
Walter Torres,"[10, 16, 32]","[2, 2, 2, 2]"
Nicholas Castillo,"[18, 0, 8]","[2, 1, 2, 2]"
Janet Harris,"[6, 14, 20]","[1, 1, 1, 1]"
Kimberly Johnson,"[15, 4, 14]","[1, 2, 1, 2]"
Matthew Clark,"[0, 2, 39]","[1, 2, 1, 1]"
Diana Rodriguez,"[18, 21, 36]","[1, 1, 2, 1]"
Scott Scott,"[15, 29, 6]","[1, 2, 1, 1]"
Lisa Davis,"[6, 7, 37]","[1, 2, 1, 1]"
Bryan Martin,"[7, 12, 33]","[1, 2, 2, 1]"
Willie Kim,"[6, 11, 5]","[1, 2, 1, 2]"
Jessica Ramos,"[22, 4, 34]","[1, 2, 1, 1]"
Danielle Price,"[14, 18, 32]","[2, 1, 1, 1]"
Russell Hall,"[31, 7, 0]","[1, 2, 1, 1]"
