name,fav_partners,project_prefs
Janet Jones,"[12, 7, 28]","[1, 3, 2, 3]"
Mary Hall,"[17, 32, 21]","[3, 2, 0, 1]"
Donna Allen,"[39, 6, 38]","[3, 1, 3, 3]"
Hannah Jimenez,"[5, 10, 24]","[1, 1, 0, 1]"
Alexis Torres,"[36, 26, 28]","[3, 0, 0, 2]"
Carol Alvarez,"[31, 6, 1]","[2, 2, 1, 1]"
Keith James,"[5, 2, 24]","[3, 1, 2, 2]"
Diana Cox,"[0, 2, 23]","[2, 2, 2, 2]"
Angela Nelson,"[38, 24, 21]","[0, 0, 0, 1]"
Adam Gutierrez,"[2, 27, 13]","[2, 1, 2, 2]"
Jacqueline Turner,"[8, 11, 0]","[1, 1, 2, 2]"
Vincent Flores,"[10, 8, 29]","[0, 0, 2, 1]"
Hannah Flores,"[17, 15, 1]","[3, 2, 0, 1]"
Alexis Reyes,"[9, 34, 26]","[2, 1, 2, 2]"
Dennis Walker,"[12, 38, 30]","[2, 2, 1, 1]"
Harold Patel,"[12, 14, 33]","[3, 2, 1, 1]"
George Jackson,"[21, 19, 34]","[2, 2, 3, 0]"
Karen White,"[1, 31, 16]","[3, 2, 1, 0]"
Vincent Wilson,"[8, 7, 15]","[1, 2, 1, 1]"
Catherine Peterson,"[16, 34, 14]","[2, 2, 2, 1]"
Alexander Myers,"[23, 33, 29]","[1, 2, 2, 2]"
Abigail Castillo,"[8, 16, 11]","[0, 1, 2, 1]"
Frank Jones,"[7, 12, 15]","[3, 2, 2, 1]"
Willie Mitchell,"[6, 19, 31]","[3, 1, 2, 2]"
Jonathan Baker,"[8, 3, 21]","[1, 1, 1, 1]"
Tiffany Young,"[27, 21, 24]","[1, 2, 2, 1]"
Austin Foster,"[13, 15, 19]","[2, 1, 1, 1]"
Tyler Bailey,"[9, 25, 17]","[2, 2, 1, 1]"
Scott Lopez,"[4, 11, 7]","[2, 1, 1, 2]"
James Hughes,"[11, 20, 1]","[2, 2, 2, 2]"
Shirley Stewart,"[14, 17, 33]","[3, 2, 1, 1]"
Mary Thomas,"[17, 1, 39]","[3, 1, 1, 1]"
Joshua Robinson,"[1, 11, 5]","[2, 2, 1, 2]"
Raymond Richardson,"[30, 20, 34]","[1, 2, 1, 2]"
James Howard,"[33, 27, 36]","[1, 2, 1, 1]"
Katherine Adams,"[23, 18, 32]","[2, 1, 1, 2]"
Melissa Mitchell,"[34, 4, 3]","[2, 1, 0, 1]"
Heather Long,"[22, 33, 26]","[2, 2, 2, 1]"
Brittany Parker,"[2, 14, 3]","[2, 2, 1, 2]"
Anna Lee,"[2, 31, 18]","[2, 1, 2, 2]"
