name,fav_partners,project_prefs
Liam Patel,"[9, 24, 18]","[2, 0, 1, 1]"
Andrew Carter,"[11, 29, 14]","[2, 0, 2, 3]"
Lucas Ramos,"[19, 25, 24]","[1, 0, 3, 1]"
Judy Richardson,"[34, 18, 38]","[3, 2, 0, 0]"
Debra Moore,"[17, 37, 12]","[3, 1, 1, 3]"
Danielle Mendoza,"[0, 14, 24]","[2, 0, 1, 1]"
Samantha Gray,"[0, 5, 36]","[2, 1, 1, 1]"
Ann Phillips,"[4, 23, 17]","[2, 1, 1, 3]"
Nathan Edwards,"[27, 21, 15]","[3, 2, 0, 3]"
Terry Mitchell,"[6, 17, 1]","[1, 1, 2, 2]"
Deborah Parker,"[8, 29, 35]","[2, 2, 1, 3]"
Sandra Mitchell,"[1, 30, 2]","[2, 0, 3, 2]"
Gregory Taylor,"[4, 11, 6]","[2, 1, 1, 2]"
Patricia Ross,"[31, 33, 7]","[2, 1, 1, 2]"
Jeffrey Roberts,"[1, 5, 21]","[1, 1, 2, 2]"
Megan Gomez,"[33, 32, 39]","[2, 0, 1, 3]"
Gerald Ross,"[3, 22, 19]","[2, 2, 1, 1]"
Carol Taylor,"[7, 9, 18]","[1, 1, 1, 2]"
Gabriel Young,"[3, 0, 32]","[2, 1, 1, 1]"
Andrea Roberts,"[2, 16, 36]","[1, 2, 2, 1]"
Terry Jackson,"[16, 17, 33]","[1, 1, 1, 2]"
Katherine Cook,"[14, 8, 30]","[2, 2, 1, 2]"
Bruce Baker,"[16, 6, 24]","[2, 2, 1, 1]"
Matthew Hall,"[7, 28, 1]","[1, 1, 1, 3]"
Ethan Martin,"[0, 22, 1]","[2, 1, 2, 2]"
Willie Ramos,"[37, 21, 35]","[2, 2, 1, 2]"
Sara Clark,"[30, 38, 37]","[2, 3, 0, 1]"
Helen Davis,"[8, 6, 12]","[2, 1, 0, 2]"
Susan Phillips,"[23, 3, 34]","[2, 2, 1, 2]"
Walter Richardson,"[10, 36, 4]","[2, 2, 2, 2]"
Roger Flores,"[26, 20, 17]","[1, 1, 1, 1]"
Theresa Reyes,"[28, 26, 17]","[1, 2, 1, 2]"
Ryan Price,"[18, 38, 19]","[2, 2, 1, 2]"
Ryan Gray,"[15, 30, 13]","[2, 1, 1, 2]"
Keith Murphy,"[3, 4, 28]","[2, 1, 1, 1]"
Elijah Thompson,"[25, 10, 31]","[1, 2, 1, 2]"
Jean Robinson,"[19, 29, 6]","[1, 2, 1, 1]"
Gary Morgan,"[25, 26, 4]","[2, 2, 1, 1]"
Jesse Anderson,"[3, 26, 32]","[3, 2, 1, 2]"
Walter Flores,"[15, 2, 29]","[2, 1, 1, 2]"
