name,fav_partners,project_prefs
Willie Rogers,"[25, 28, 9]","[2, 3, 1, 0]"
Deborah Torres,"[30, 25, 17]","[3, 1, 3, 1]"
Angela Thompson,"[15, 21, 36]","[0, 3, 3, 1]"
Jeffrey Hughes,"[35, 26, 37]","[0, 3, 0, 2]"
Brian Wood,"[39, 31, 21]","[2, 2, 3, 2]"
Edward Garcia,"[39, 16, 22]","[3, 3, 3, 2]"
Sarah Carter,"[28, 29, 14]","[1, 1, 3, 0]"
Karen Nguyen,"[6, 21, 34]","[2, 1, 2, 1]"
Patrick Brooks,"[1, 14, 36]","[3, 2, 2, 1]"
Alexis Kelly,"[0, 2, 37]","[1, 2, 1, 1]"
Lori Cruz,"[19, 18, 5]","[3, 2, 2, 2]"
Aaron Walker,"[3, 25, 2]","[0, 2, 1, 1]"
Jonathan Wright,"[21, 28, 13]","[2, 3, 1, 1]"
David Smith,"[12, 27, 11]","[1, 3, 1, 1]"
Olivia Reyes,"[8, 6, 30]","[2, 2, 2, 1]"
Steven Gutierrez,"[2, 31, 9]","[1, 2, 1, 1]"
Christian Turner,"[5, 37, 28]","[3, 3, 3, 1]"
Virginia Anderson,"[1, 19, 26]","[3, 1, 3, 1]"
Jeffrey Ross,"[10, 39, 7]","[2, 1, 2, 2]"
Jonathan Smith,"[17, 11, 35]","[1, 1, 2, 1]"
Alexander Miller,"[13, 11, 5]","[2, 2, 1, 2]"
Mason Collins,"[2, 4, 28]","[1, 3, 3, 2]"
Randy Ramirez,"[5, 15, 29]","[2, 2, 2, 1]"
Gregory Hernandez,"[22, 16, 21]","[2, 2, 3, 1]"
Dylan King,"[34, 18, 38]","[2, 1, 1, 2]"
Nancy Howard,"[0, 28, 29]","[2, 2, 1, 0]"
Albert Cruz,"[3, 17, 10]","[2, 2, 2, 2]"
James Kelly,"[13, 10, 34]","[2, 2, 2, 2]"
Christian Myers,"[16, 17, 36]","[3, 2, 3, 1]"
Ryan Scott,"[25, 22, 3]","[2, 2, 1, 1]"
Betty Robinson,"[1, 32, 25]","[2, 2, 2, 1]"
Virginia Cox,"[24, 37, 29]","[2, 2, 1, 1]"
Lori White,"[29, 34, 12]","[1, 2, 1, 1]"
Cheryl Mitchell,"[24, 23, 30]","[2, 2, 1, 2]"
Carol Ramos,"[27, 2, 3]","[1, 2, 2, 2]"
Joshua Smith,"[27, 36, 19]","[1, 1, 1, 1]"
Amber Jackson,"[28, 8, 2]","[2, 1, 2, 2]"
Anthony King,"[9, 3, 32]","[1, 2, 1, 1]"
Lawrence Phillips,"[24, 4, 34]","[2, 2, 2, 2]"
Jose Rogers,"[4, 5, 18]","[2, 2, 2, 1]"
