name,fav_partners,project_prefs
Juan Cooper,"[19, 22, 24]","[3, 3, 1, 1]"
Kevin Ortiz,"[19, 35, 11]","[0, 0, 3, 2]"
Pamela Lewis,"[4, 35, 26]","[1, 2, 3, 3]"
Jacob Gutierrez,"[10, 36, 19]","[0, 2, 0, 1]"
Beverly Lopez,"[2, 36, 18]","[1, 2, 3, 3]"
Arthur Robinson,"[27, 21, 17]","[1, 0, 2, 1]"
Christopher Allen,"[29, 21, 17]","[3, 3, 0, 1]"
Joyce Adams,"[28, 24, 31]","[3, 3, 2, 0]"
Pamela Moore,"[13, 3, 36]","[1, 2, 0, 1]"
Stephanie Clark,"[14, 10, 5]","[1, 0, 2, 1]"
Bobby Hughes,"[9, 3, 38]","[0, 2, 1, 1]"
Dennis Gomez,"[1, 21, 3]","[0, 1, 2, 2]"
Laura Richardson,"[26, 20, 32]","[1, 1, 1, 1]"
Douglas Long,"[26, 34, 14]","[3, 1, 0, 2]"
Brenda Ortiz,"[13, 26, 15]","[2, 1, 1, 1]"
Jordan Jones,"[14, 37, 4]","[1, 2, 2, 2]"
Mary Edwards,"[34, 35, 11]","[0, 1, 2, 2]"
Susan Lee,"[5, 18, 26]","[1, 1, 2, 1]"
Martha Phillips,"[4, 25, 9]","[1, 1, 2, 2]"
Lawrence Hill,"[3, 0, 30]","[2, 2, 1, 1]"
Anna Mendoza,"[12, 18, 25]","[1, 1, 1, 2]"
Brenda Parker,"[11, 2, 8]","[1, 2, 2, 2]"
Roy Martin,"[0, 9, 3]","[1, 1, 2, 2]"
Bryan Green,"[37, 14, 33]","[2, 1, 2, 1]"
Ruth Bailey,"[7, 0, 32]","[3, 2, 1, 1]"
Roy Kim,"[20, 18, 10]","[1, 2, 1, 2]"
Dylan Nguyen,"[13, 17, 12]","[1, 1, 1, 2]"
Julie Gonzalez,"[5, 29, 21]","[1, 1, 2, 2]"
Karen Hughes,"[7, 37, 13]","[3, 2, 1, 1]"
Walter Brooks,"[27, 22, 37]","[1, 1, 2, 2]"
Jean Sanders,"[38, 23, 3]","[1, 1, 1, 1]"
Brian Watson,"[38, 22, 23]","[2, 1, 2, 2]"
Justin Kim,"[24, 12, 1]","[2, 1, 1, 2]"
Zachary Nelson,"[23, 37, 20]","[2, 1, 2, 1]"
Samantha Hall,"[13, 15, 2]","[2, 2, 2, 2]"
Christina Miller,"[2, 1, 28]","[1, 2, 2, 2]"
Charles Thomas,"[4, 8, 11]","[0, 1, 1, 2]"
Raymond Murphy,"[23, 15, 33]","[2, 1, 2, 1]"
Katherine Martin,"[31, 30, 10]","[1, 1, 1, 1]"
Rachel Alvarez,"[8, 16, 21]","[0, 2, 1, 2]"
