name,fav_partners,project_prefs
Carl Lopez,"[16, 36, 34]","[1, 0, 3, 3, 0]"
Austin Sanders,"[24, 26, 0]","[1, 1, 2, 3, 1]"
Anna Cox,"[14, 31, 25]","[2, 2, 0, 2, 2]"
Patrick Richardson,"[14, 17, 24]","[1, 3, 3, 0, 1]"
Teresa Taylor,"[19, 9, 16]","[0, 1, 3, 0, 2]"
Ann Ross,"[11, 17, 30]","[1, 3, 3, 0, 0]"
Richard Howard,"[27, 25, 33]","[1, 0, 0, 2, 1]"
Lawrence Martin,"[25, 17, 30]","[2, 1, 2, 0, 3]"
Gabriel Cooper,"[5, 35, 23]","[1, 3, 3, 0, 1]"
Dorothy Allen,"[4, 7, 39]","[1, 2, 2, 1, 3]"
Charlotte Sanders,"[31, 22, 19]","[0, 3, 1, 2, 0]"
Christian Johnson,"[5, 20, 2]","[2, 2, 2, 1, 1]"
Kevin Scott,"[2, 26, 35]","[1, 2, 1, 2, 2]"
Caleb Ramirez,"[30, 22, 1]","[1, 1, 2, 2, 1]"
Emma Reyes,"[3, 1, 32]","[1, 2, 3, 1, 1]"
David Kim,"[5, 24, 29]","[2, 3, 3, 1, 0]"
Karen Hernandez,"[7, 26, 24]","[2, 1, 2, 0, 2]"
Anthony Watson,"[3, 7, 5]","[2, 2, 3, 1, 1]"
Carl Turner,"[30, 6, 32]","[1, 0, 0, 2, 2]"
Jason Ramirez,"[10, 24, 26]","[1, 2, 1, 2, 0]"
Kimberly Martinez,"[11, 8, 9]","[2, 2, 2, 1, 2]"
Ethan Howard,"[23, 38, 24]","[1, 1, 2, 1, 0]"
Charles Gray,"[10, 13, 27]","[1, 2, 1, 2, 1]"
Kenneth Ward,"[8, 21, 39]","[2, 2, 2, 1, 0]"
Karen Martin,"[3, 22, 25]","[1, 3, 2, 1, 1]"
Grace Kim,"[7, 2, 24]","[2, 2, 1, 1, 2]"
Keith Kim,"[1, 19, 12]","[1, 2, 1, 2, 1]"
Dorothy Ross,"[6, 22, 32]","[2, 1, 1, 2, 1]"
Margaret Sanchez,"[7, 35, 10]","[1, 2, 1, 1, 1]"
Alan Sanders,"[15, 25, 23]","[2, 2, 2, 1, 1]"
Roger Peterson,"[13, 7, 28]","[2, 1, 2, 2, 2]"
Douglas Long,"[2, 4, 5]","[1, 2, 2, 1, 1]"
Mary Smith,"[14, 21, 34]","[2, 1, 2, 1, 1]"
Evelyn Cooper,"[12, 23, 15]","[2, 2, 2, 1, 0]"
Larry Collins,"[0, 36, 14]","[1, 2, 3, 2, 1]"
Sophia Nelson,"[28, 8, 6]","[1, 2, 1, 1, 1]"
Sophia Rogers,"[0, 13, 25]","[1, 1, 1, 2, 1]"
Christian Perez,"[33, 6, 14]","[2, 2, 1, 1, 1]"
Christina Carter,"[21, 17, 24]","[1, 2, 2, 1, 2]"
Sandra Flores,"[38, 36, 29]","[1, 2, 1, 2, 1]"
