name,fav_partners,project_prefs
Bradley Cruz,"[21, 4, 31]","[1, 1, 3, 3, 3]"
Heather Reyes,"[21, 11, 23]","[3, 3, 2, 3, 3]"
Emily Evans,"[20, 1, 28]","[3, 3, 2, 3, 3]"
Lauren Gray,"[17, 8, 15]","[0, 0, 3, 3, 0]"
Debra Lewis,"[0, 5, 3]","[1, 1, 2, 2, 2]"
Jonathan Alvarez,"[4, 7, 28]","[1, 1, 2, 2, 2]"
Jose Gutierrez,"[14, 28, 17]","[0, 3, 1, 0, 2]"
Jennifer Gray,"[29, 30, 35]","[3, 2, 0, 2, 1]"
Judy Bailey,"[33, 39, 24]","[2, 3, 1, 1, 2]"
Keith Jimenez,"[19, 8, 12]","[2, 2, 1, 1, 2]"
Nathan Jackson,"[3, 37, 23]","[1, 1, 3, 2, 0]"
Jack Howard,"[1, 17, 20]","[2, 2, 1, 3, 2]"
Larry Green,"[9, 11, 37]","[2, 2, 1, 2, 2]"
Kayla King,"[30, 3, 33]","[0, 1, 3, 3, 1]"
Theresa Johnson,"[6, 16, 31]","[0, 3, 1, 0, 2]"
Cheryl James,"[3, 12, 26]","[2, 1, 1, 2, 1]"
Heather Scott,"[14, 9, 12]","[1, 3, 1, 1, 2]"
Barbara Ramos,"[3, 36, 11]","[1, 1, 2, 3, 1]"
Russell Parker,"[38, 21, 11]","[1, 2, 1, 2, 2]"
Kevin Ortiz,"[32, 6, 20]","[0, 2, 2, 1, 2]"
Kyle Garcia,"[11, 2, 19]","[1, 2, 2, 2, 2]"
Gregory Morgan,"[0, 36, 35]","[1, 1, 2, 2, 3]"
Diane Torres,"[8, 20, 12]","[2, 2, 2, 1, 2]"
Carolyn Diaz,"[10, 1, 31]","[2, 2, 3, 3, 1]"
Olivia Edwards,"[8, 22, 28]","[2, 2, 1, 1, 2]"
Jose Taylor,"[20, 37, 35]","[1, 2, 1, 2, 1]"
Joan Adams,"[31, 25, 7]","[2, 1, 1, 2, 1]"
Janice Foster,"[15, 22, 12]","[2, 2, 2, 2, 2]"
Emma Carter,"[5, 6, 9]","[1, 2, 2, 1, 2]"
Patrick Ortiz,"[7, 25, 2]","[2, 2, 1, 2, 1]"
Christian Thomas,"[13, 7, 2]","[1, 2, 2, 3, 2]"
Henry Harris,"[23, 0, 14]","[1, 2, 2, 2, 2]"
Jennifer Ramos,"[19, 14, 33]","[0, 3, 1, 1, 2]"
Natalie Hughes,"[8, 13, 17]","[1, 1, 2, 2, 2]"
Kyle Taylor,"[25, 13, 35]","[1, 2, 2, 3, 2]"
Hannah Torres,"[21, 7, 5]","[1, 2, 2, 2, 1]"
Jesse Green,"[21, 37, 29]","[2, 2, 1, 1, 1]"
Peter Anderson,"[25, 6, 2]","[1, 2, 1, 2, 2]"
Doris Jackson,"[18, 39, 32]","[0, 2, 2, 1, 2]"
Abigail Bennett,"[38, 37, 36]","[1, 1, 1, 1, 1]"
