name,fav_partners,project_prefs
Bobby Scott,"[23, 28, 31]","[0, 1, 0, 3, 0]"
Debra Jimenez,"[0, 19, 10]","[1, 1, 0, 3, 0]"
Roy Alvarez,"[6, 14, 18]","[1, 2, 3, 3, 3]"
Anthony Moore,"[29, 39, 4]","[1, 2, 2, 0, 3]"
Paul Cook,"[3, 22, 24]","[2, 2, 2, 0, 3]"
Richard Edwards,"[19, 28, 12]","[1, 3, 1, 0, 1]"
Donna Williams,"[2, 35, 14]","[1, 2, 3, 3, 2]"
Matthew Wood,"[5, 39, 25]","[1, 3, 1, 0, 1]"
Betty Carter,"[18, 7, 24]","[1, 3, 1, 0, 1]"
Betty Turner,"[14, 29, 10]","[2, 2, 2, 3, 0]"
Austin Gonzalez,"[1, 9, 36]","[2, 1, 1, 3, 0]"
Martha Cox,"[13, 29, 12]","[0, 3, 3, 1, 2]"
Willie Phillips,"[5, 11, 6]","[1, 2, 2, 1, 2]"
Debra Hall,"[11, 8, 34]","[1, 3, 2, 1, 2]"
Russell Cook,"[2, 19, 38]","[1, 2, 3, 2, 3]"
Eric Martinez,"[7, 23, 12]","[1, 2, 2, 0, 1]"
Jeremy Phillips,"[39, 26, 35]","[0, 1, 1, 1, 2]"
Judy Rogers,"[31, 35, 14]","[1, 2, 3, 2, 3]"
Juan Gonzalez,"[8, 2, 10]","[1, 2, 1, 2, 1]"
Shirley Rogers,"[1, 14, 8]","[1, 2, 1, 1, 1]"
Andrea Ramos,"[36, 14, 24]","[2, 2, 3, 2, 2]"
Noah Anderson,"[37, 27, 8]","[1, 3, 1, 1, 1]"
Lisa Williams,"[4, 29, 10]","[2, 1, 2, 2, 1]"
Dorothy Robinson,"[0, 24, 16]","[0, 2, 1, 2, 1]"
Ashley Williams,"[4, 8, 23]","[1, 2, 1, 1, 1]"
Jerry Ramirez,"[23, 2, 32]","[0, 2, 2, 2, 1]"
Rachel Jimenez,"[16, 13, 3]","[1, 2, 2, 1, 2]"
Martha Evans,"[10, 24, 12]","[1, 2, 2, 2, 1]"
Ronald Hall,"[5, 0, 7]","[1, 2, 0, 1, 0]"
Sharon Gomez,"[3, 22, 8]","[2, 1, 1, 1, 1]"
Larry Collins,"[24, 9, 21]","[2, 2, 1, 2, 0]"
Mark Gutierrez,"[0, 17, 20]","[1, 2, 2, 3, 2]"
Lisa Lee,"[25, 9, 33]","[2, 2, 2, 2, 1]"
Gregory Young,"[12, 19, 23]","[1, 2, 2, 1, 1]"
Brenda Myers,"[13, 21, 0]","[1, 2, 1, 2, 1]"
Amanda Williams,"[16, 18, 9]","[1, 2, 2, 2, 2]"
Stephanie Thomas,"[10, 20, 33]","[2, 2, 1, 2, 1]"
Amber Chavez,"[39, 34, 19]","[1, 2, 2, 1, 1]"
Roy Morgan,"[14, 2, 34]","[2, 2, 3, 2, 2]"
Bruce Allen,"[16, 3, 2]","[1, 1, 2, 1, 2]"
