name,fav_partners,project_prefs
Jessica Martin,"[2, 1, 15]","[1, 0, 0, 3, 2]"
Linda Stewart,"[0, 26, 35]","[2, 0, 0, 2, 2]"
Susan Martin,"[0, 30, 14]","[1, 1, 0, 3, 2]"
Raymond Morris,"[29, 6, 27]","[2, 1, 3, 0, 3]"
Ruth Bailey,"[15, 25, 39]","[1, 3, 3, 3, 2]"
Karen Bennett,"[13, 4, 33]","[1, 2, 3, 3, 2]"
Scott Nguyen,"[1, 26, 35]","[2, 0, 1, 1, 2]"
Amber Cook,"[20, 37, 16]","[1, 0, 3, 0, 0]"
Tiffany Harris,"[23, 6, 13]","[1, 0, 1, 1, 2]"
Sean Gutierrez,"[33, 0, 7]","[1, 1, 2, 2, 2]"
Douglas Reed,"[2, 5, 18]","[1, 1, 2, 2, 2]"
Larry Scott,"[22, 38, 3]","[2, 1, 2, 1, 3]"
Jonathan Davis,"[0, 11, 21]","[2, 1, 1, 2, 2]"
Judith Kelly,"[5, 8, 33]","[2, 1, 2, 2, 1]"
Bryan Anderson,"[2, 13, 7]","[1, 1, 1, 2, 1]"
Eric Wood,"[4, 0, 35]","[1, 1, 1, 3, 2]"
Lori White,"[25, 18, 21]","[0, 0, 1, 1, 1]"
Martha Evans,"[7, 37, 29]","[1, 0, 3, 0, 0]"
Austin Brown,"[10, 3, 31]","[2, 1, 2, 1, 3]"
Dorothy Thomas,"[30, 7, 22]","[2, 1, 2, 0, 1]"
Lori Rogers,"[17, 8, 33]","[1, 0, 2, 1, 1]"
Angela James,"[16, 12, 17]","[1, 0, 2, 1, 1]"
Nicholas Lee,"[11, 35, 16]","[1, 1, 2, 1, 2]"
Patrick Walker,"[8, 20, 7]","[1, 1, 2, 1, 1]"
Ronald Rivera,"[34, 20, 3]","[2, 1, 2, 1, 2]"
Ethan Jones,"[16, 3, 19]","[1, 0, 1, 1, 2]"
Sandra Kelly,"[1, 6, 39]","[2, 0, 1, 1, 1]"
Laura Robinson,"[3, 35, 25]","[2, 0, 2, 1, 2]"
Emma Castillo,"[29, 14, 25]","[1, 1, 2, 2, 1]"
Cheryl Diaz,"[3, 28, 20]","[1, 0, 2, 1, 2]"
Sandra Watson,"[2, 19, 10]","[1, 1, 2, 1, 2]"
Kathryn Flores,"[18, 33, 34]","[2, 1, 2, 1, 2]"
John Kelly,"[36, 5, 37]","[2, 2, 2, 3, 2]"
Noah Moore,"[13, 9, 19]","[1, 2, 1, 1, 1]"
Amanda Wright,"[31, 24, 16]","[1, 1, 1, 1, 2]"
Jennifer Brown,"[27, 1, 20]","[1, 0, 1, 1, 1]"
Madison Gomez,"[32, 26, 10]","[2, 2, 2, 2, 2]"
Ruth Peterson,"[32, 17, 36]","[2, 2, 3, 2, 2]"
Roy Bailey,"[11, 32, 28]","[2, 1, 2, 2, 2]"
Robert Adams,"[4, 20, 12]","[2, 1, 2, 2, 2]"
