name,fav_partners,project_prefs
Kenneth Kim,"[26, 33, 27]","[3, 3, 1, 3, 3]"
Sharon Flores,"[4, 34, 9]","[0, 2, 1, 3, 2]"
Ryan Nguyen,"[27, 35, 25]","[3, 2, 0, 2, 2]"
Heather Price,"[8, 13, 29]","[1, 3, 3, 0, 0]"
Julie Campbell,"[1, 28, 0]","[2, 2, 1, 3, 2]"
Jennifer Morgan,"[20, 27, 37]","[0, 2, 3, 3, 3]"
Roy Kelly,"[37, 33, 0]","[3, 3, 1, 3, 2]"
Jean Brown,"[33, 15, 34]","[3, 2, 0, 2, 2]"
Kyle Ramirez,"[20, 14, 25]","[0, 3, 1, 0, 0]"
Jason Jones,"[30, 14, 36]","[0, 3, 1, 3, 2]"
Carolyn Lee,"[38, 23, 30]","[0, 3, 0, 0, 2]"
Wayne Edwards,"[27, 22, 13]","[1, 0, 2, 0, 0]"
Julie Rogers,"[32, 0, 4]","[2, 3, 1, 2, 2]"
Kelly Ramirez,"[11, 3, 25]","[1, 1, 2, 1, 1]"
Jose Hill,"[9, 6, 27]","[1, 3, 1, 2, 1]"
Joshua Phillips,"[7, 10, 4]","[1, 2, 1, 2, 2]"
Susan Torres,"[30, 23, 1]","[0, 1, 1, 3, 2]"
Amanda Carter,"[32, 1, 27]","[0, 2, 1, 2, 2]"
Sophia Bailey,"[13, 8, 9]","[1, 2, 2, 1, 1]"
Linda Rodriguez,"[15, 5, 32]","[1, 2, 2, 2, 2]"
Danielle Castillo,"[8, 5, 29]","[0, 3, 2, 1, 1]"
Julia Cruz,"[33, 15, 26]","[2, 2, 1, 1, 2]"
Thomas Flores,"[11, 0, 32]","[2, 1, 2, 2, 1]"
Donald Patel,"[10, 20, 9]","[1, 3, 1, 1, 1]"
Megan Gomez,"[39, 29, 14]","[1, 3, 1, 1, 1]"
Liam Lopez,"[2, 16, 8]","[1, 2, 1, 2, 1]"
Virginia Cruz,"[0, 8, 29]","[1, 2, 1, 1, 1]"
Nathan Martin,"[5, 17, 37]","[0, 2, 2, 3, 2]"
Bruce Evans,"[14, 3, 20]","[0, 2, 1, 2, 1]"
Joshua Rivera,"[24, 3, 26]","[1, 2, 2, 1, 1]"
Peter Castillo,"[10, 14, 35]","[1, 2, 1, 1, 1]"
Randy Baker,"[28, 2, 16]","[1, 2, 1, 2, 1]"
Robert Jackson,"[12, 15, 1]","[2, 2, 1, 2, 2]"
Carl Price,"[7, 21, 37]","[3, 2, 0, 1, 2]"
Patricia Davis,"[7, 1, 30]","[2, 2, 1, 2, 1]"
Danielle Campbell,"[2, 30, 11]","[1, 1, 1, 1, 2]"
Gerald Myers,"[26, 20, 22]","[1, 2, 2, 2, 1]"
Sophia Watson,"[33, 6, 27]","[1, 2, 1, 2, 2]"
Kevin Taylor,"[10, 26, 17]","[1, 2, 1, 1, 1]"
Sophia Kelly,"[24, 12, 13]","[1, 2, 1, 2, 2]"
